CPTCode,Total,OFF,FAC,TC27,PC26,FUD
61460,"$4,092.29", , , , ,90
61480,"$2,494.70", , , , ,90
61500,"$2,936.76", , , , ,90
61501,"$2,467.90", , , , ,90
61510,"$4,004.54", , , , ,90
61512,"$4,232.06", , , , ,90
61514,"$3,894.82", , , , ,90
61516,"$3,909.47", , , , ,90
61517,$144.55, , , , ,0
61518,"$4,943.92", , , , ,90
61519,"$5,166.56", , , , ,90
61520,"$5,719.94", , , , ,90
61521,"$5,742.70", , , , ,90
61522,"$3,772.93", , , , ,90
61524,"$4,250.75", , , , ,90
61526,"$5,014.60", , , , ,90
61530,"$6,010.85", , , , ,90
61531,"$2,781.56", , , , ,90
61533,"$3,213.87", , , , ,90
61534,"$2,046.16", , , , ,90
61535,"$1,413.94", , , , ,90
61536,"$4,075.24", , , , ,90
61537,"$3,263.02", , , , ,90
61538,"$4,525.41", , , , ,90
61539,"$4,200.38", , , , ,90
61540,"$3,935.40", , , , ,90
61541,"$3,712.80", , , , ,90
61543,"$2,982.26", , , , ,90
61544,"$4,023.22", , , , ,90
61545,"$4,774.89", , , , ,90
61546,"$4,466.90", , , , ,90
61548,"$3,553.54", , , , ,90
61550,"$2,032.33", , , , ,90
61552,"$2,610.91", , , , ,90
61556,"$2,931.90", , , , ,90
61557,"$2,948.15", , , , ,90
61558,"$3,350.38", , , , ,90
61559,"$4,345.01", , , , ,90
61563,"$3,551.91", , , , ,90
61564,"$4,480.73", , , , ,90
61566,"$3,936.41", , , , ,90
61567,"$4,519.56", , , , ,90
61570,"$3,124.48", , , , ,90
61571,"$3,395.89", , , , ,90
61575,"$5,154.37", , , , ,90
61576,"$4,882.16", , , , ,90
61580,"$3,967.15", , , , ,90
61581,"$4,501.84", , , , ,90
61582,"$4,086.61", , , , ,90
61583,"$4,663.55", , , , ,90
61584,"$4,514.86", , , , ,90
61585,"$5,051.18", , , , ,90
61586,"$3,514.32", , , , ,90
61590,"$5,494.04", , , , ,90
61591,"$5,761.39", , , , ,90
61592,"$5,225.89", , , , ,90
61595,"$3,859.88", , , , ,90
61596,"$4,690.37", , , , ,90
61597,"$4,958.54", , , , ,90
61598,"$4,368.58", , , , ,90
61600,"$3,350.38", , , , ,90
61601,"$3,591.73", , , , ,90
61605,"$3,792.44", , , , ,90
61606,"$5,078.81", , , , ,90
61607,"$4,744.02", , , , ,90
61608,"$5,520.04", , , , ,90
61610,"$4,072.78", , , , ,90
61611,"$1,018.20", , , , ,90
61612,"$3,827.38", , , , ,90
61613,"$5,412.77", , , , ,90
61615,"$4,167.05", , , , ,90
61616,"$5,668.75", , , , ,90
61618,"$2,143.66", , , , ,90
61619,"$2,679.17", , , , ,90
61623,"$1,053.07", , , , ,0
61624,"$2,437.33", , , , ,90
61626,"$2,009.49", , , , ,90
61630,BR, , , , ,0
61635,BR, , , , ,0
61640,BR, , , , ,0
61641,BR, , , , ,0
61642,BR, , , , ,0
61680,"$5,360.78", , , , ,90
61682,"$6,148.19", , , , ,90
61684,"$5,408.72", , , , ,90
61686,"$6,539.06", , , , ,90
61690,"$4,830.95", , , , ,90
61692,"$5,231.58", , , , ,90
61697,"$6,302.03", , , , ,90
61698,"$6,063.22", , , , ,90
61700,"$5,276.26", , , , ,90
61702,"$5,992.99", , , , ,90
61703,"$2,259.06", , , , ,90
61705,"$5,140.57", , , , ,90
61708,"$4,587.99", , , , ,90
61710,"$3,505.58", , , , ,90
61711,"$5,377.03", , , , ,90
61720,"$2,888.82", , , , ,90
61735,"$2,354.13", , , , ,90
61750,"$2,193.22", , , , ,90
61751,"$2,840.06", , , , ,90
61760,"$3,122.86", , , , ,90
61770,"$2,739.31", , , , ,90
61781, , ,$463.69, , ,0
61782, , ,$383.94, , ,0
61783, , ,$463.69, , ,0
61790,"$1,929.95", , , , ,90
61791,"$1,585.40", , , , ,90
61796, , ,"$1,396.78", , ,90
61797, ,$384.56,$384.56, , , 
61798, , ,"$1,396.78", , ,90
61799, ,$531.62,$531.62, , , 
61800, , ,$270.29, , , 
61850,"$2,194.04", , , , ,90
61860,"$1,537.46", , , , ,90
61862,"$2,398.46", , , , ,90
61863,"$2,346.28", , , , ,90
61864,$563.04, , , , ,0
61867,"$3,623.27", , , , ,90
61868,$954.50, , , , ,0
61870,$791.47, , , , ,90
61880,$827.23, , , , ,90
61885,$339.67, , , , ,90
61886,"$1,055.65", , , , ,90
61888,$425.00, , , , ,90
62000,"$1,342.42", , , , ,90
62005,"$2,054.27", , , , ,90
62010,"$2,984.71", , , , ,90
62100,"$3,359.32", , , , ,90
62115,"$2,823.00", , , , ,90
62117,"$3,494.21", , , , ,90
62120,"$3,075.72", , , , ,90
62121,"$3,003.40", , , , ,90
62140,"$2,067.27", , , , ,90
62141,"$2,515.01", , , , ,90
62142,"$1,806.43", , , , ,90
62143,"$1,686.98", , , , ,90
62145,"$2,441.88", , , , ,90
62146,"$2,074.58", , , , ,90
62147,"$2,488.21", , , , ,90
62148,$224.25, , , , ,0
62160,$325.79, , , , ,0
62161,"$2,321.97", , , , ,90
62162,"$2,954.99", , , , ,90
62163,"$1,868.44", , , , ,90
62164,"$3,207.15", , , , ,90
62165,"$2,534.25", , , , ,90
62180,"$2,142.85", , , , ,15
62190,"$1,885.25", , , , ,15
62192,"$2,052.65", , , , ,15
62194,$324.45, , , , ,15
62200,"$2,398.83", , , , ,15
62201,"$1,660.15", , , , ,15
62220,"$2,194.85", , , , ,15
62223,"$2,322.44", , , , ,15
62225,$745.16, , , , ,15
62230,"$1,552.09", , , , ,15
62252,$160.58, , ,$81.23,$79.35,0
62256,$975.12, , , , ,15
62258,"$2,249.29", , , , ,15
62263,$794.71, , , , ,0
62264, ,"$1,142.00",$432.27, , ,10
62267, ,$466.01,$312.75, , ,0
62268,$471.35, , , , ,0
62269,$402.89, , , , ,0
62270,$126.22, , , , ,0
62272,$162.58, , , , ,0
62273,$228.91, , , , ,0
62280,$228.91, , , , ,0
62281,$245.30, , , , ,0
62282,$279.52, , , , ,0
62284,$278.72, , , , ,0
62287,"$1,136.83", , , , ,90
62290,$375.08, , , , ,0
62291,$328.01, , , , ,0
62292,"$1,353.81", , , , ,0
62294,"$1,088.90", , , , ,0
62302, ,$484.66,$255.87, , ,0
62303, ,$503.16,$259.29, , ,0
62304, ,$478.29,$251.55, , ,0
62305, ,$521.84,$263.60, , ,0
62310,$375.29, , , , ,0
62311, ,$377.10,$145.05, , ,0
62318,$390.53, , , , ,0
62319,$380.77, , , , ,0
62350,$816.61, , , , ,90
62351,"$1,207.82", , , , ,90
62355,$685.84, , , , ,90
62360,$261.71, , , , ,90
62361,$627.01, , , , ,90
62362,$821.41, , , , ,90
62365,$681.86, , , , ,90
62367,$58.34, , , , ,0
62368,$91.39, , , , ,0
62369 , , ,69.73, , ,0
62370, ,$252.58 ,$93.34 , , ,0
63001,"$2,627.16", , , , ,90
63003,"$2,585.71", , , , ,90
63005,"$2,449.20", , , , ,90
63011,"$1,676.41", , , , ,90
63012,"$2,560.52", , , , ,90
63015,"$3,015.59", , , , ,90
63016,"$3,158.60", , , , ,90
63017,"$2,881.51", , , , ,90
63020,"$2,285.06", , , , ,90
63030,"$2,193.32", , , , ,90
63035,$572.08, , , , ,0
63040,"$3,188.67", , , , ,90
63042,"$3,139.91", , , , ,90
63043,BR, , , , ,90
63044,BR, , , , ,90
63045,"$2,811.63", , , , ,90
63046,"$2,762.87", , , , ,90
63047,"$2,582.48", , , , ,90
63048,$626.53, , , , ,0
63050,BR, , , , ,90
63051,"$3,097.72", , , , ,90
63055,"$3,521.84", , , , ,90
63056,"$3,245.55", , , , ,90
63057,$568.00, , , , ,0
63064,"$3,728.25", , , , ,90
63066,$455.05, , , , ,0
63075,"$2,963.58", , , , ,90
63076,$735.42, , , , ,0
63077,BR, , , , ,90
63078,BR, , , , ,0
63081,"$3,830.63", , , , ,90
63082,$812.61, , , , ,0
63085,"$4,156.48", , , , ,90
63086,$626.53, , , , ,0
63087,"$4,421.40", , , , ,90
63088,$799.61, , , , ,0
63090,"$4,388.09", , , , ,90
63091,$455.88, , , , ,0
63101,"$4,112.79", , , , ,90
63102,"$4,112.79", , , , ,90
63103,$479.26, , , , ,0
63170,"$2,937.58", , , , ,90
63172,"$2,948.95", , , , ,90
63173,"$2,811.63", , , , ,90
63180,"$2,246.06", , , , ,90
63182,"$2,779.13", , , , ,90
63185,"$2,337.87", , , , ,90
63190,"$2,949.78", , , , ,90
63191,"$2,331.36", , , , ,90
63194,"$2,421.57", , , , ,90
63195,"$2,446.77", , , , ,90
63196,"$2,834.37", , , , ,90
63197,"$2,675.92", , , , ,90
63198,"$3,081.41", , , , ,90
63199,"$3,551.91", , , , ,90
63200,"$2,376.07", , , , ,90
63250,"$5,290.08", , , , ,90
63251,"$4,887.02", , , , ,90
63252,"$5,333.15", , , , ,90
63265,"$3,335.76", , , , ,90
63266,"$3,604.73", , , , ,90
63267,"$3,035.90", , , , ,90
63268,"$2,371.18", , , , ,90
63270,"$3,412.14", , , , ,90
63271,"$4,092.29", , , , ,90
63272,"$3,720.11", , , , ,90
63273,"$3,187.87", , , , ,90
63275,"$3,963.09", , , , ,90
63276,"$3,739.62", , , , ,90
63277,"$3,434.08", , , , ,90
63278,"$3,385.32", , , , ,90
63280,"$4,347.44", , , , ,90
63281,"$4,292.20", , , , ,90
63282,"$3,896.45", , , , ,90
63283,"$3,359.32", , , , ,90
63285,"$4,657.87", , , , ,90
63286,"$4,964.23", , , , ,90
63287,"$4,765.13", , , , ,90
63290,"$4,923.59", , , , ,90
63295,$615.85, , , , ,0
63300,"$3,139.11", , , , ,90
63301,"$3,459.28", , , , ,90
63302,"$3,697.37", , , , ,90
63303,"$3,724.19", , , , ,90
63304,"$3,872.88", , , , ,90
63305,"$4,106.12", , , , ,90
63306,"$4,136.17", , , , ,90
63307,"$4,223.12", , , , ,90
63308,$737.03, , , , ,0
63600,"$1,675.05", , , , ,90
63610,"$1,100.29", , , , ,90
63615,"$2,134.72", , , , ,90
63620, , ,"$1,396.78", , ,90
63621, ,$442.12,$442.12, , , 0
63650,"$1,137.66", , , , ,10
63655,"$1,927.50", , , , ,90
63661, ,"$1,036.55",$586.85, , ,10
63662, , ,"$1,323.34", , ,90
63663, ,"$1,519.68",$889.86, , ,10
63664, , ,"$1,378.18", , ,90
63685,"$1,091.33", , , , ,10
63688,$868.68, , , , ,10
63700,"$2,143.66", , , , ,90
63702,"$2,411.83", , , , ,90
63704,"$2,679.17", , , , ,90
63706,"$3,082.21", , , , ,90
63707,"$1,843.80", , , , ,90
63709,"$2,408.57", , , , ,90
63710,"$1,798.30", , , , ,90
63740,"$1,908.01", , , , ,15
63741,"$1,374.12", , , , ,15
63744,"$1,196.16", , , , ,15
63746,$884.93, , , , ,15
64400,$109.10, , , , ,0
64402,$147.08, , , , ,0
64405,$134.77, , , , ,0
64408,$168.28, , , , ,0
64410,$149.04, , , , ,0
64412,$124.07, , , , ,0
64413,$146.90, , , , ,0
64415,$121.23, , , , ,0
64416,$313.78, , , , ,10
64417,$144.76, , , , ,0
64418,$149.04, , , , ,0
64420,$125.50, , , , ,0
64421,$174.71, , , , ,0
64425,$161.15, , , , ,0
64430,$170.65, , , , ,0
64435,$151.97, , , , ,0
64445,$136.21, , , , ,0
64446,$323.63, , , , ,10
64447,$150.54, , , , ,0
64448,$297.48, , , , ,10
64449,$304.96, , , , ,10
64450,$140.57, , , , ,0
64455, ,$95.71,$76.45, , ,0
64479,$424.44, , , , ,0
64480,$381.62, , , , ,0
64483,$392.24, , , , ,0
64484,$360.31, , , , ,0
64486, ,$247.16,$129.35, , ,0
64487, ,$301.54,$148.79, , ,0
64488, ,$304.10,$162.31, , ,0
64489, ,$420.55,$182.17, , ,0
64490, ,$349.87,$208.22, , ,0
64491, ,$176.75,$119.69, , , 
64492, ,$178.81,$121.75, , , 
64493, ,$313.04,$176.89, , , 
64494, ,$160.80,$102.36, , , 
64495, ,$162.88,$104.42, , , 
64505,$136.21, , , , ,0
64508,$147.62, , , , ,0
64510,$135.49, , , , ,0
64517, ,$368.74,$237.68, , ,0
64520,$144.76, , , , ,0
64530,$193.25, , , , ,0
64550,$44.17, , , , ,0
64553,$225.34, , , , ,0
64555,$183.98, , , , ,0
64561, ,"$1,553.22",$758.31, , ,0
64565,$169.72, , , , ,0
64566, ,$255.98,$59.78, , ,0
64568, , ,"$1,268.55", , ,90
64569, , ,"$1,218.45", , ,90
64570, , ,"$1,061.02", , ,90
64575,$576.94, , , , ,0
64580,$540.38, , , , ,0
64581,"$1,459.45", , , , ,0
64585,$233.21, , , , ,0
64590,$333.16, , , , ,0
64595,$221.84, , , , ,0
64600,$349.42, , , , ,15
64605,$495.59, , , , ,15
64610,"$1,001.88", , , , ,15
64611, ,$195.08,$176.27, , ,10
64612,$263.29, , , , ,15
64615, ,$274.54,$247.24, , , 
64616, ,$240.34,$212.22, , ,10
64617, ,$376.82,$230.10, , ,10
64620,$263.12, , , , ,15
64630,$328.01, , , , ,15
64632, ,$156.81,$134.81, , ,10
64633 , ,$878.12 ,$464.08 , , ,10
64634 , ,$400.81 ,$139.52 , , ,0
64635 , ,$863.04 ,$454.83 , , ,10
64636, ,$360.66,$121.48, , ,0
64640,$234.61, , , , ,15
64642, ,$274.93,$213.91, , ,0
64643, ,$181.44,$143.73, , ,0
64644, ,$313.92,$233.71, , ,0
64645, ,$221.51,$164.61, , ,0
64646, ,$296.00,$231.54, , ,0
64647, ,$342.83,$267.41, , ,0
64650, ,$120.14,$79.19, , ,0
64653, ,$138.78,$99.99, , ,0
64680,$290.23, , , , ,15
64681, ,$904.55,$431.22, , ,10
64702,$651.70, , , , ,90
64704,$771.99, , , , ,90
64708,"$1,032.02", , , , ,90
64712,"$1,300.99", , , , ,90
64713,"$1,566.71", , , , ,90
64714,"$1,277.43", , , , ,90
64716,$836.17, , , , ,90
64718,$966.18, , , , ,90
64719,$766.30, , , , ,90
64721,$704.54, , , , ,90
64722,$810.18, , , , ,90
64726,$368.10, , , , ,90
64727,BR, , , , ,0
64732,$669.58, , , , ,45
64734,$727.28, , , , ,45
64736,$690.72, , , , ,45
64738,$822.35, , , , ,45
64740,$819.92, , , , ,45
64742,$850.00, , , , ,45
64744,$871.11, , , , ,45
64746,$746.79, , , , ,45
64755,"$1,882.00", , , , ,45
64760,"$1,056.39", , , , ,45
64763,$914.99, , , , ,45
64766,"$1,188.04", , , , ,45
64771,"$1,049.90", , , , ,45
64772,"$1,078.33", , , , ,45
64774,$600.51, , , , ,45
64776,$602.14, , , , ,45
64778,$461.56, , , , ,0
64782,$820.72, , , , ,45
64783,$550.14, , , , ,0
64784,"$1,194.53", , , , ,45
64786,"$2,197.30", , , , ,45
64787,$615.14, , , , ,0
64788,$624.08, , , , ,45
64790,"$1,429.37", , , , ,45
64792,"$1,854.37", , , , ,90
64795,$425.80, , , , ,15
64802,"$1,083.21", , , , ,45
64804,"$2,100.58", , , , ,45
64809,"$1,856.00", , , , ,45
64818,"$1,432.63", , , , ,45
64820,"$1,249.78", , , , ,45
64821,"$1,169.07", , , , ,45
64822,"$1,169.07", , , , ,45
64823,"$1,349.77", , , , ,45
64831,$965.38, , , , ,90
64832,$557.46, , , , ,0
64834,"$1,047.45", , , , ,90
64835,"$1,300.17", , , , ,90
64836,"$1,361.12", , , , ,90
64837,$850.80, , , , ,0
64840,"$1,762.56", , , , ,90
64856,"$1,665.04", , , , ,90
64857,"$1,813.75", , , , ,90
64858,"$2,098.15", , , , ,90
64859,$613.51, , , , ,0
64861,"$2,451.65", , , , ,90
64862,"$3,077.35", , , , ,90
64864,"$1,555.34", , , , ,90
64865,"$2,120.91", , , , ,90
64866,"$2,065.64", , , , ,90
64868,"$1,929.13", , , , ,90
64872,$273.03, , , , ,0
64874,$409.55, , , , ,0
64876,$407.18, , , , ,0
64885,"$2,306.19", , , , ,90
64886,"$2,749.87", , , , ,90
64890,"$2,107.92", , , , ,90
64891,"$2,026.65", , , , ,90
64892,"$1,964.07", , , , ,90
64893,"$2,256.61", , , , ,90
64895,"$2,506.90", , , , ,90
64896,"$2,886.39", , , , ,90
64897,"$2,385.01", , , , ,90
64898,"$2,592.22", , , , ,90
64901,"$1,585.40", , , , ,0
64902,"$1,846.25", , , , ,0
64905,"$1,760.11", , , , ,90
64907,"$2,458.14", , , , ,90
64910,$1247.54, , , , ,90
64911,$1521.37, , , , ,90
64999,BR, , , , ,0
65091,"$1,073.45", , , , ,45
65093,"$1,139.28", , , , ,45
65101,"$1,146.60", , , , ,45
65103,"$1,241.67", , , , ,45
65105,"$1,374.93", , , , ,45
65110,"$2,259.06", , , , ,45
65112,"$2,151.79", , , , ,45
65114,"$2,328.93", , , , ,45
65125,$420.94, , , , ,45
65130,"$1,187.22", , , , ,45
65135,$958.87, , , , ,45
65140,"$1,058.82", , , , ,45
65150,"$1,113.27", , , , ,45
65155,"$1,498.44", , , , ,45
65175,"$1,034.45", , , , ,15
65205,$89.38, , , , ,0
65210,$101.58, , , , ,0
65220,$84.15, , , , ,0
65222,$116.20, , , , ,0
65235,$985.69, , , , ,45
65260,"$1,469.19", , , , ,45
65265,"$1,708.11", , , , ,45
65270,$234.84, , , , ,0
65272,$406.31, , , , ,15
65273,$551.77, , , , ,15
65275,$447.74, , , , ,15
65280,"$1,248.17", , , , ,45
65285,"$1,877.94", , , , ,15
65286,$769.53, , , , ,15
65290,$869.48, , , , ,15
65400,$931.24, , , , ,45
65410,$237.29, , , , ,0
65420,$637.08, , , , ,15
65426,$888.99, , , , ,45
65430,$109.70, , , , ,0
65435,$130.83, , , , ,0
65436,$430.68, , , , ,0
65450,$490.01, , , , ,0
65600,$446.94, , , , ,15
65710,"$1,925.07", , , , ,90
65730,"$2,325.68", , , , ,90
65750,"$2,440.26", , , , ,90
65755,"$2,480.90", , , , ,90
65756, , ,"$1,965.05", , ,90
65757,BR,BR, , , , 
65760,"$2,532.89", , , , ,90
65765,"$2,937.58", , , , ,90
65767,"$2,735.25", , , , ,90
65770,"$2,350.07", , , , ,90
65771,"$1,489.50", , , , ,45
65772,$710.23, , , , ,45
65775,"$1,008.45", , , , ,90
65778, ,"$2,481.00",$148.09, , ,10
65779, ,"$2,244.25",$573.85, , ,10
65780,"$1,515.25", , , , ,90
65781,"$2,326.52", , , , ,90
65782,"$2,003.76", , , , ,90
65800,$281.17, , , , ,0
65810,$772.79, , , , ,45
65815,$714.28, , , , ,45
65820,"$1,321.30", , , , ,45
65850,"$1,788.55", , , , ,45
65855,$929.62, , , , ,45
65860,$656.58, , , , ,15
65865,$953.18, , , , ,15
65870,$910.13, , , , ,45
65875,$959.69, , , , ,45
65880,"$1,045.82", , , , ,45
65900,"$1,437.51", , , , ,45
65920,"$1,255.49", , , , ,45
65930,"$1,135.20", , , , ,45
66020,$275.48, , , , ,0
66030,$135.71, , , , ,0
66130,$993.83, , , , ,15
66150,"$1,337.56", , , , ,45
66155,"$1,313.99", , , , ,45
66160,"$1,561.03", , , , ,45
66170,"$1,810.49", , , , ,45
66172,"$1,996.57", , , , ,45
66174, , ,"$1,931.46", , ,90
66175, , ,"$2,139.72", , ,0
66179, ,"$2,147.86","$2,147.86", , ,90
66180,"$2,224.92", , , , ,90
66183, ,"$2,122.50","$2,122.50", , ,10
66184, ,"$1,561.03","$1,561.03", , ,90
66185,"$1,353.81", , , , ,90
66220,"$1,027.94", , , , ,45
66225,"$1,869.00", , , , ,45
66250,$988.94, , , , ,45
66500,$629.76, , , , ,45
66505,$557.46, , , , ,45
66600,"$1,357.87", , , , ,45
66605,"$1,872.25", , , , ,45
66625,$931.24, , , , ,45
66630,"$1,022.25", , , , ,45
66635,"$1,052.33", , , , ,45
66680,$891.42, , , , ,45
66682,"$1,016.57", , , , ,45
66700,$801.24, , , , ,45
66710,$821.55, , , , ,45
66711,$997.47, , , , ,90
66720,$802.04, , , , ,45
66740,$815.86, , , , ,45
66761,$790.67, , , , ,45
66762,$916.62, , , , ,45
66770,$901.99, , , , ,15
66820,$661.47, , , , ,45
66821,$588.34, , , , ,45
66825,"$1,163.65", , , , ,45
66830,"$1,195.36", , , , ,45
66840,"$1,320.48", , , , ,45
66850,"$1,526.07", , , , ,45
66852,"$1,758.48", , , , ,45
66920,"$1,487.07", , , , ,45
66930,"$1,561.83", , , , ,45
66940,"$1,491.13", , , , ,45
66982,"$1,719.81", , , , ,45
66983,"$1,680.47", , , , ,45
66984,"$1,840.55", , , , ,45
66985,"$1,389.55", , , , ,45
66986,"$1,851.12", , , , ,45
66990,$163.09, , , , ,0
66999,BR, , , , ,0
67005,"$1,590.28", , , , ,90
67010,"$1,542.32", , , , ,90
67015,"$1,015.77", , , , ,45
67025,"$1,019.02", , , , ,45
67027,"$1,375.92", , , , ,15
67028,$442.88, , , , ,15
67030,$888.19, , , , ,45
67031,$950.75, , , , ,45
67036,"$2,420.77", , , , ,45
67039,"$2,816.49", , , , ,45
67040,"$3,178.11", , , , ,45
67041, , ,"$2,106.25", , ,90
67042, , ,"$2,410.84", , ,90
67043, , ,"$2,530.81", , ,90
67101,"$1,301.80", , , , ,90
67105,"$1,412.32", , , , ,90
67107,"$2,463.82", , , , ,90
67108,"$3,601.48", , , , ,90
67110,"$1,639.04", , , , ,90
67112,"$2,522.33", , , , ,90
67113, , ,"$2,779.46", , ,90
67115,$850.80, , , , ,45
67120,$984.89, , , , ,45
67121,"$1,514.70", , , , ,45
67141,$926.38, , , , ,45
67145,$950.75, , , , ,45
67208,"$1,133.60", , , , ,45
67210,"$1,429.37", , , , ,45
67218,"$2,010.40", , , , ,45
67220,"$1,361.37", , , , ,45
67221, ,$649.52,$474.19, , ,45
67225, ,$69.38,$69.38, , ,45
67227,"$1,111.64", , , , ,45
67228,"$1,686.98", , , , ,45
67229, , ,"$1,830.12", , ,90
67250,"$1,188.85", , , , ,45
67255,"$1,621.96", , , , ,45
67299,BR, , , , ,0
67311,"$1,108.40", , , , ,45
67312,"$1,326.99", , , , ,45
67314,"$1,259.55", , , , ,45
67316,"$1,418.80", , , , ,45
67318,"$1,057.21", , , , ,45
67320,"$1,455.39", , , , ,0
67331,"$1,357.87", , , , ,0
67332,"$1,509.84", , , , ,0
67334,"$1,072.64", , , , ,45
67335,$600.51, , , , ,0
67340,"$1,340.81", , , , ,0
67343,$993.00, , , , ,15
67345,$402.24, , , , ,15
67346,$340.52, , , , ,0
67399,BR, , , , ,0
67400,"$1,552.09", , , , ,15
67405,"$1,309.11", , , , ,15
67412,"$1,607.34", , , , ,15
67413,"$1,385.49", , , , ,15
67414,"$1,428.57", , , , ,45
67415,$291.72, , , , ,0
67420,"$2,330.56", , , , ,45
67430,"$1,813.75", , , , ,45
67440,"$2,188.36", , , , ,45
67445,"$1,894.99", , , , ,45
67450,"$2,168.05", , , , ,45
67500,$117.83, , , , ,0
67505,$143.83, , , , ,15
67515,$90.21, , , , ,0
67550,"$1,498.44", , , , ,45
67560,"$1,425.31", , , , ,15
67570,"$1,558.58", , , , ,45
67599,BR, , , , ,0
67700,$139.77, , , , ,0
67710,$152.77, , , , ,0
67715,$205.59, , , , ,0
67800,$177.96, , , , ,15
67801,$251.09, , , , ,15
67805,$275.48, , , , ,15
67808,$441.25, , , , ,15
67810,$177.96, , , , ,0
67820,$99.15, , , , ,0
67825,$173.08, , , , ,0
67830,$310.42, , , , ,15
67835,$954.81, , , , ,15
67840,$249.47, , , , ,0
67850,$191.77, , , , ,0
67875,$238.09, , , , ,15
67880,$578.57, , , , ,45
67882,$839.43, , , , ,45
67900,$643.59, , , , ,45
67901,"$1,204.28", , , , ,45
67902,"$1,217.30", , , , ,45
67903,"$1,198.59", , , , ,45
67904,"$1,157.16", , , , ,45
67906,$939.38, , , , ,45
67908,$963.75, , , , ,45
67909,$922.30, , , , ,45
67911,"$1,023.08", , , , ,45
67912, ,"$1,908.80",$826.80, , ,90
67914,$679.35, , , , ,15
67915,$338.85, , , , ,15
67916,$897.93, , , , ,15
67917,"$1,028.76", , , , ,45
67921,$550.95, , , , ,15
67922,$325.05, , , , ,15
67923,$970.26, , , , ,15
67924,$993.00, , , , ,45
67930,$377.04, , , , ,15
67935,$766.30, , , , ,45
67938,$140.57, , , , ,15
67950,$993.00, , , , ,45
67961,$971.89, , , , ,45
67966,"$1,144.14", , , , ,45
67971,"$1,564.26", , , , ,45
67973,"$2,023.39", , , , ,45
67974,"$2,059.16", , , , ,45
67975,"$1,016.57", , , , ,45
67999,BR, , , , ,0
68020,$143.03, , , , ,0
68040,$100.75, , , , ,0
68100,$181.22, , , , ,15
68110,$229.98, , , , ,15
68115,$328.30, , , , ,15
68130,$684.21, , , , ,15
68135,$197.47, , , , ,0
68200,$78.01, , , , ,0
68320,$876.80, , , , ,45
68325,"$1,227.84", , , , ,45
68326,"$1,185.59", , , , ,45
68328,"$1,376.55", , , , ,45
68330,$797.18, , , , ,45
68335,"$1,233.55", , , , ,45
68340,$546.89, , , , ,15
68360,$726.48, , , , ,45
68362,"$1,153.09", , , , ,45
68371,$716.92, , , , ,10
68399,BR, , , , ,0
68400,$205.59, , , , ,15
68420,$255.15, , , , ,15
68440,$127.58, , , , ,0
68500,"$1,413.12", , , , ,45
68505,"$1,478.13", , , , ,45
68510,$645.21, , , , ,15
68520,"$1,249.78", , , , ,45
68525,$628.96, , , , ,45
68530,$500.56, , , , ,15
68540,"$1,426.94", , , , ,45
68550,"$1,860.88", , , , ,45
68700,$692.35, , , , ,45
68705,$235.66, , , , ,15
68720,"$1,383.87", , , , ,45
68745,"$1,149.03", , , , ,45
68750,"$1,524.46", , , , ,45
68760,$201.53, , , , ,15
68761,$172.28, , , , ,15
68770,$842.68, , , , ,45
68801,$100.14, , , , ,0
68810,$139.11, , , , ,0
68811,$287.76, , , , ,0
68815,$378.57, , , , ,0
68816, ,"$1,138.40",$396.84, , ,90
68840,$133.26, , , , ,0
68850,$102.38, , , , ,0
68899,BR, , , , ,0
69000,$137.34, , , , ,0
69005,$252.72, , , , ,15
69020,$147.08, , , , ,0
69090,$50.39, , , , ,0
69100,$111.32, , , , ,15
69105,$129.20, , , , ,15
69110,$469.68, , , , ,45
69120,$371.36, , , , ,90
69140,"$1,226.24", , , , ,45
69145,$394.92, , , , ,45
69150,"$1,840.55", , , , ,90
69155,"$2,572.71", , , , ,90
69200,$82.01, , , , ,0
69205,$173.08, , , , ,15
69210,$57.76, , , , ,0
69220,$104.01, , , , ,15
69222,$164.14, , , , ,15
69300,$902.82, , , , ,90
69310,"$1,598.40", , , , ,90
69320,"$2,446.77", , , , ,90
69399,BR, , , , ,0
69420,$154.40, , , , ,0
69421,$221.04, , , , ,0
69424,$112.95, , , , ,0
69433,$219.41, , , , ,0
69436,$315.28, , , , ,15
69440,"$1,249.78", , , , ,15
69450,"$1,064.53", , , , ,15
69501,"$1,539.09", , , , ,90
69502,"$1,978.69", , , , ,90
69505,"$2,239.55", , , , ,90
69511,"$2,332.99", , , , ,90
69530,"$2,714.11", , , , ,90
69535,"$4,682.26", , , , ,90
69540,$189.33, , , , ,15
69550,"$1,982.77", , , , ,90
69552,"$2,783.18", , , , ,90
69554,"$3,810.32", , , , ,90
69601,"$2,095.72", , , , ,90
69602,"$2,298.05", , , , ,90
69603,"$2,415.89", , , , ,90
69604,"$2,618.22", , , , ,90
69605,"$2,588.97", , , , ,90
69610,$417.69, , , , ,15
69620,"$1,106.78", , , , ,45
69631,"$1,717.05", , , , ,45
69632,"$2,209.47", , , , ,45
69633,"$2,098.98", , , , ,90
69635,"$2,320.82", , , , ,90
69636,"$2,651.55", , , , ,90
69637,"$2,635.30", , , , ,90
69641,"$2,193.22", , , , ,90
69642,"$2,888.02", , , , ,90
69643,"$2,651.55", , , , ,90
69644,"$2,944.89", , , , ,90
69645,"$2,823.81", , , , ,90
