CPTCode,Total,OFF,FAC,TC27,PC26,FUD
36566,,"$2,170.62",$744.92, , ,10
36568,,$744.13,$199.90, , ,0
36569,,$676.77,$188.41, , ,0
36570,,"$3,320.12",$625.50, , ,10
36571,,"$2,987.04",$623.25, , ,10
36575,,$319.46,$98.20, , ,0
36576,,$825.50,$399.43, , ,10
36578,,"$1,051.22",$454.02, , ,10
36580,,$592.44,$137.73, , ,0
36581,,"$1,242.10",$423.62, , ,10
36582,,"$2,334.14",$624.88, , ,10
36583,,"$1,371.30",$629.43, , ,10
36584,,$617.63,$138.58, , ,0
36585,,"$2,935.69",$584.07, , ,10
36589,,$344.02,$287.45, , ,10
36590,,$732.31,$390.74, , ,10
36591, ,$39.59, , , , 
36592, ,$49.01, , , , 
36593, ,$61.80, , , , 
36595,,"$1,700.82",$393.98, , ,0
36596,,$374.43,$95.15, , ,0
36597,,$324.10,$127.18, , ,0
36598,250.60, , , , ,0
36600,40.64, , , , ,0
36620,126.22, , , , ,0
36625,206.80, , , , ,0
36640,307.33, , , , ,0
36660,129.78, , , , ,0
36680,166.16, , , , ,0
36800,320.19, , , , ,15
36810,695.60, , , , ,15
36815,476.99, , , , ,15
36818,1428.73, , , , ,90
36819,1545.82, , , , ,90
36820,1535.98, , , , ,45
36821,1244.92, , , , ,15
36823,BR, , , , ,15
36825,1639.04, , , , ,45
36830,1427.74, , , , ,45
36831,758.41, , , , ,45
36832,1165.28, , , , ,45
36833,1174.01, , , , ,45
36835,794.73, , , , ,45
36838,2396.83, , , , ,90
36860,318.04, , , , ,45
36861,506.25, , , , ,45
36870, ,2652.37,595.05, , ,15
37140,3061.10, , , , ,90
37145,3148.85, , , , ,90
37160,3025.34, , , , ,90
37180,2966.03, , , , ,90
37181,3313.82, , , , ,90
37182,1766.16, , , , ,0
37183,827.54, , , , ,0
37184,,"$5,864.66",$944.88, , ,0
37185,,"$1,914.91",$346.29, , ,0
37186,,"$3,957.51",$519.31, , ,0
37187,,"$5,707.29",$878.61, , ,0
37188,,"$4,928.08",$634.48, , ,0
37191 , ,"$5,117.25 ",$473.08 , , ,0
37192 , ,"$3,443.54 ",$732.43 , , ,0
37193, ,"$3,287.55",$731.79, , ,0
37195,553.58, , , , ,90
37197, ,3048.61,608.96, , , 
37200,422.16, , , , ,15
37202,686.70, , , , ,15
37211, ,$794.73,$794.73, , ,0
37212, ,$,$, , ,0
37213, ,$490.28,$490.28, , ,0
37214, ,$287.53,$287.53, , ,0
37215,2171.54, , , , ,90
37216,2091.84, , , , ,90
37217,,"$2,274.51","$2,274.51", , ,90
37218,,"$1,688.19","$1,688.19", , ,90
37220, ,"$6,260.57",$850.97, , ,0
37221, ,"$9,256.59","$1,038.38", , ,0
37222, ,"$1,803.49",$386.44, , ,0
37223, ,"$5,098.38",$439.30, , ,0
37224, ,"$7,523.24",$937.79, , ,0
37225, ,"$21,254.96","$1,261.40", , ,0
37226, ,"$17,809.13","$1,056.88", , ,0
37227, ,"$28,737.47","$1,523.49", , ,0
37228, ,"$10,710.46","$1,145.05", , ,0
37229, ,"$21,069.76","$1,476.65", , ,0
37230, ,"$16,556.06","$1,430.53", , ,0
37231, ,"$26,572.27","$1,554.76", , ,0
37232, ,"$2,403.71",$414.16, , ,0
37233, ,"$2,934.82",$679.88, , ,0
37234, ,"$7,664.09",$567.98, , ,0
37235, ,"$8,185.78",$806.10, , ,0
37236,,"$5,501.87",$946.36, , ,0
37237,,"$2,390.20",$441.85, , ,0
37238,,"$8,027.24",$663.01, , ,0
37239,,"$3,989.13",$308.38, , ,0
37241,,"$8,900.23",$919.69, , ,0
37242,,"$14,973.07","$1,026.81", , ,0
37243,,"$18,899.20","$1,224.22", , ,0
37244,,"$13,252.62","$1,428.16", , ,0
37250,170.65, , , , ,0
37251,130.11, , , , ,0
37500,1440.37, , , , ,90
37501,BR, , , , ,0
37565,611.90, , , , ,45
37600,711.03, , , , ,45
37605,810.18, , , , ,45
37606,826.43, , , , ,45
37607,710.23, , , , ,45
37609,355.93, , , , ,45
37615,799.61, , , , ,45
37616,1496.82, , , , ,45
37617,1760.93, , , , ,45
37618,711.03, , , , ,45
37619 , , ,"$3,212.78 ", , ,90
37650,660.64, , , , ,45
37660,1221.35, , , , ,90
37700,570.46, , , , ,45
37718,827.07, , , , ,90
37722,968.59, , , , ,90
37735,1452.14, , , , ,45
37760,1383.87, , , , ,90
37761, , ,"$1,094.89", , ,90
37765,913.20, , , , ,90
37766,1114.01, , , , ,90
37780,429.06, , , , ,45
37785,359.18, , , , ,45
37788,2849.82, , , , ,90
37790,1071.84, , , , ,90
37799,BR, , , , ,0
38100,1637.41, , , , ,45
38101,1559.40, , , , ,45
38102,583.45, , , , ,0
38115,1606.53, , , , ,45
38120,BR, , , , ,0
38129,BR, , , , ,90
38200,339.67, , , , ,0
38204,BR, , , , ,0
38205,155.55, , , , ,0
38206,155.55, , , , ,0
38207,BR, , , , ,0
38208,BR, , , , ,0
38209,BR, , , , ,0
38210,BR, , , , ,0
38211,BR, , , , ,0
38212,BR, , , , ,0
38213,BR, , , , ,0
38214,BR, , , , ,0
38215,BR, , , , ,0
38220, ,408.09,111.08, , ,0
38221, ,429.94,139.75, , ,0
38230,405.04, , , , ,0
38232, , ,$358.67, , ,0
38240,293.80, , , , ,0
38241,290.93, , , , ,45
38242,177.32, , , , ,0
38243, ,,, , ,0
38300,162.51, , , , ,0
38305,490.82, , , , ,15
38308,622.45, , , , ,15
38380,867.86, , , , ,45
38381,1562.65, , , , ,45
38382,1123.83, , , , ,45
38500,351.04, , , , ,15
38505,177.96, , , , ,0
38510,510.32, , , , ,15
38520,622.45, , , , ,15
38525,553.38, , , , ,15
38530,714.28, , , , ,15
38542,760.59, , , , ,45
38550,765.48, , , , ,45
38555,1611.39, , , , ,45
38562,1309.11, , , , ,45
38564,1384.69, , , , ,45
38570,1107.15, , , , ,10
38571,1445.81, , , , ,10
38572,1678.34, , , , ,10
38589,BR, , , , ,10
38700,1352.18, , , , ,90
38720,2198.93, , , , ,90
38724,2169.65, , , , ,90
38740,876.80, , , , ,45
38745,1307.48, , , , ,45
38746,533.07, , , , ,0
38747,594.02, , , , ,0
38760,1180.71, , , , ,45
38765,2197.30, , , , ,45
38770,2149.34, , , , ,45
38780,2486.58, , , , ,90
38790,212.51, , , , ,0
38792,BR, , , , ,0
38794,542.01, , , , ,0
38900, ,$267.47,$267.47, , ,0
38999,BR, , , , ,0
39000,879.25, , , , ,15
39010,1765.79, , , , ,45
39200,1903.93, , , , ,45
39220,2471.96, , , , ,45
39400,812.61, , , , ,15
39499,BR, , , , ,0
39501,1811.30, , , , ,90
39503,4577.42, , , , ,90
39540,1922.64, , , , ,90
39541,2009.57, , , , ,90
39545,1581.34, , , , ,90
39560,1536.27, , , , ,90
39561,2106.37, , , , ,90
39599,BR, , , , ,0
40490,$153.57, , , , ,15
40500,$759.79, , , , ,45
40510,$819.12, , , , ,45
40520,$712.66, , , , ,45
40525,"$1,307.48", , , , ,45
40527,"$1,565.89", , , , ,90
40530,$806.92, , , , ,45
40650,$627.33, , , , ,45
40652,$734.60, , , , ,45
40654,$923.13, , , , ,45
40700,"$1,617.10", , , , ,90
40701,"$2,673.49", , , , ,90
40702,"$1,701.60", , , , ,90
40720,"$1,786.12", , , , ,90
40761,"$1,962.46", , , , ,90
40799,BR, , , , ,0
40800,$145.46, , , , ,0
40801,$326.67, , , , ,15
40804,$138.95, , , , ,0
40805,$403.06, , , , ,15
40806,$52.02, , , , ,15
40808,$130.83, , , , ,15
40810,$190.16, , , , ,0
40812,$293.34, , , , ,15
40814,$507.07, , , , ,15
40816,$526.58, , , , ,45
40818,$351.04, , , , ,45
40819,$273.86, , , , ,15
40820,$138.14, , , , ,15
40830,$186.90, , , , ,15
40831,$340.48, , , , ,15
40840,"$1,143.34", , , , ,45
40842,"$1,143.34", , , , ,45
40843,"$1,601.65", , , , ,45
40844,"$2,116.03", , , , ,90
40845,"$3,252.06", , , , ,90
40899,BR, , , , ,0
41000,$157.65, , , , ,0
41005,$143.83, , , , ,0
41006,$316.91, , , , ,15
41007,$451.82, , , , ,15
41008,$330.73, , , , ,15
41009,$520.07, , , , ,15
41010,$122.69, , , , ,15
41015,$360.79, , , , ,15
41016,$578.57, , , , ,15
41017,$401.43, , , , ,15
41018,$677.72, , , , ,15
41019, , ,$877.19, , ,0
41100,$186.08, , , , ,15
41105,$187.71, , , , ,15
41108,$144.65, , , , ,15
41110,$216.16, , , , ,15
41112,$391.67, , , , ,15
41113,$507.87, , , , ,15
41114,"$1,117.34", , , , ,0
41115,$270.60, , , , ,15
41116,$378.67, , , , ,15
41120,"$1,263.60", , , , ,90
41130,"$1,517.15", , , , ,90
41135,"$2,567.03", , , , ,90
41140,"$3,326.82", , , , ,90
41145,"$3,956.58", , , , ,90
41150,"$3,009.08", , , , ,90
41153,"$3,617.73", , , , ,90
41155,"$4,183.30", , , , ,90
41250,$229.15, , , , ,0
41251,$334.79, , , , ,0
41252,$412.80, , , , ,0
41500,$527.38, , , , ,15
41510,$463.99, , , , ,15
41512, , ,"$1,104.12", , ,90
41520,$429.86, , , , ,45
41530, ,"$5,365.19",$722.81, , ,10
41599,BR, , , , ,0
41800,$141.40, , , , ,0
41805,$158.46, , , , ,15
41806,$333.99, , , , ,15
41820,$405.49, , , , ,15
41821,$91.01, , , , ,15
41822,$410.37, , , , ,15
41823,$570.46, , , , ,15
41825,$213.73, , , , ,15
41826,$337.24, , , , ,15
41827,$550.14, , , , ,15
41828,$228.35, , , , ,15
41830,$202.33, , , , ,15
41850,$202.33, , , , ,15
41870,$506.25, , , , ,45
41872,$442.06, , , , ,45
41874,$533.07, , , , ,45
41899,BR, , , , ,0
42000,$140.57, , , , ,0
42100,$160.08, , , , ,15
42104,$251.09, , , , ,0
42106,$378.67, , , , ,15
42107,$711.03, , , , ,45
42120,$970.26, , , , ,45
42140,$225.90, , , , ,15
42145,"$1,366.81", , , , ,90
42160,$255.98, , , , ,15
42180,$367.30, , , , ,15
42182,$567.20, , , , ,15
42200,"$1,306.68", , , , ,90
42205,"$1,532.58", , , , ,90
42210,"$1,746.30", , , , ,90
42215,"$1,260.35", , , , ,90
42220,$949.95, , , , ,90
42225,"$1,261.98", , , , ,90
42226,"$1,354.61", , , , ,90
42227,"$1,261.17", , , , ,90
42235,"$1,017.39", , , , ,90
42260,$637.90, , , , ,90
42280,$270.60, , , , ,0
42281,$253.52, , , , ,15
42299,BR, , , , ,0
42300,$223.47, , , , ,0
42305,$611.08, , , , ,15
42310,$199.10, , , , ,0
42320,$324.22, , , , ,0
42330,$255.15, , , , ,15
42335,$444.51, , , , ,15
42340,$681.78, , , , ,15
42400,$123.52, , , , ,0
42405,$375.44, , , , ,15
42408,$599.71, , , , ,15
42409,$431.49, , , , ,15
42410,"$1,169.34", , , , ,45
42415,"$2,263.92", , , , ,45
42420,"$2,626.36", , , , ,45
42425,"$1,842.18", , , , ,45
42426,"$3,456.84", , , , ,90
42440,"$1,144.14", , , , ,45
42450,$609.45, , , , ,45
42500,$677.72, , , , ,45
42505,"$1,037.70", , , , ,45
42507,$835.37, , , , ,45
42509,"$1,454.57", , , , ,45
42510,"$1,201.04", , , , ,45
42550,$116.23, , , , ,0
42600,$663.90, , , , ,45
42650,$91.01, , , , ,0
42660,$128.40, , , , ,0
42665,$351.04, , , , ,15
42699,BR, , , , ,0
42700,$190.16, , , , ,0
42720,$352.67, , , , ,15
42725,$945.87, , , , ,15
42800,$163.34, , , , ,15
42804,$178.77, , , , ,15
42806,$229.15, , , , ,15
42808,$372.98, , , , ,15
42809,$202.33, , , , ,0
42810,$499.76, , , , ,15
42815,"$1,195.36", , , , ,45
42820,$526.58, , , , ,15
42821,$628.96, , , , ,15
42825,$459.13, , , , ,15
42826,$550.95, , , , ,15
42830,$342.93, , , , ,15
42831,$388.43, , , , ,15
42835,$316.11, , , , ,15
42836,$460.74, , , , ,15
42842,"$1,159.59", , , , ,45
42844,"$1,847.86", , , , ,45
42845,"$3,174.85", , , , ,45
42860,$315.28, , , , ,15
42870,$586.71, , , , ,15
42890,"$1,618.71", , , , ,45
42892,"$1,947.81", , , , ,45
42894,"$2,878.25", , , , ,45
42900,$723.22, , , , ,15
42950,"$1,372.50", , , , ,45
42953,"$1,146.60", , , , ,45
42955,$771.99, , , , ,45
42960,$263.29, , , , ,15
42961,$543.63, , , , ,15
42962,$988.14, , , , ,15
42970,$400.05, , , , ,0
42971,$663.90, , , , ,15
42972,$876.80, , , , ,15
42999,BR, , , , ,0
43020,"$1,118.15", , , , ,45
43030,"$1,279.86", , , , ,45
43045,"$2,482.53", , , , ,45
43100,"$1,156.34", , , , ,45
43101,"$1,954.32", , , , ,45
43107,"$3,953.35", , , , ,90
43108,"$4,598.56", , , , ,90
43112,"$4,078.47", , , , ,90
43113,"$4,676.55", , , , ,90
43116,"$4,364.52", , , , ,90
43117,"$4,270.26", , , , ,90
43118,"$4,520.55", , , , ,90
43121,"$3,900.53", , , , ,90
43122,"$3,900.53", , , , ,90
43123,"$4,520.55", , , , ,90
43124,"$3,759.13", , , , ,90
43130,"$1,671.53", , , , ,90
43135,"$2,129.03", , , , ,90
43180, ,"$1,136.25","$1,136.25", , ,90
43191, ,$256.96,$256.96, , ,0
43192, ,$306.59,$306.59, , ,0
43193, ,$365.51,$365.51, , ,0
43194, ,$332.59,$332.59, , ,0
43195, ,$366.19,$366.19, , ,0
43196, ,$400.59,$400.59, , ,0
43197, ,$364.81,$163.93, , ,0
43198, ,$407.76,$195.25, , ,0
43200,$291.72, , , , ,0
43201, ,$472.28,$248.64, , ,0
43202,$306.63, , , , ,15
43204,$584.73, , , , ,0
43205,$442.84, , , , ,0
43206,R, , , , , 
43211, ,$497.78,$497.78, , ,0
43212, ,$391.56,$391.56, , ,0
43213, ,"$2,412.42",$553.21, , ,0
43214, ,$400.13,$400.13, , ,0
43215,$418.59, , , , ,0
43216,$412.89, , , , ,15
43217,$447.82, , , , ,15
43220,$327.31, , , , ,0
43226,$369.38, , , , ,0
43227,$558.34, , , , ,15
43229, ,"$1,424.30",$422.03, , ,0
43231,$457.42, , , , ,0
43232,$531.38, , , , ,0
43233, ,$474.99,$474.99, , ,0
43235,$372.94, , , , ,0
43236, ,$552.53,$309.84, , ,0
43237,$434.25, , , , ,0
43238,$540.01, , , , ,0
43239,$419.29, , , , ,15
43240,$807.13, , , , ,0
43241,$424.30, , , , ,0
43242,$580.51, , , , ,0
43243,$692.41, , , , ,0
43244,$554.78, , , , ,0
43245,$527.69, , , , ,0
43246,$674.59, , , , ,0
43247,$526.97, , , , ,0
43248,$489.19, , , , ,0
43249,$451.39, , , , ,0
43250,$531.97, , , , ,15
43251,$566.91, , , , ,15
43252,BR, , , , , 
43253, ,$551.03,$551.03, , , 
43254, ,$571.92,$571.92, , , 
43255,$680.99, , , , ,0
43256,$457.71, , , , ,0
43257,$606.23, , , , ,0
43258,$676.73, , , , ,15
43259,$608.98, , , , ,0
43260,$811.50, , , , ,0
43261,$832.88, , , , ,15
43262,"$1,111.70", , , , ,0
43263,$817.20, , , , ,0
43264,"$1,212.25", , , , ,15
43265,"$1,072.48", , , , ,15
43266, ,$473.18,$473.18, , ,0
43270, ,"$1,422.84",$497.35, , ,0
43273, ,$248.19,$248.19, , , 
43274, ,$980.60,$980.60, , ,0
43275, ,$808.41,$808.41, , ,0
43276, ,"$1,020.30","$1,020.30", , ,0
43277, ,$813.41,$813.41, , ,0
43278, ,$924.88,$924.88, , ,0
43279, , ,"$2,312.56", , ,90
43280,"$2,086.16", , , , ,90
43281, , ,"$2,939.50", , ,90
43282, , ,"$3,306.05", , ,90
43283, , ,$320.37, , ,0
43289,BR, , , , ,90
43300,"$1,569.14", , , , ,90
43305,"$2,344.38", , , , ,90
43310,"$3,270.74", , , , ,90
43312,"$3,239.06", , , , ,90
43313,"$5,044.22", , , , ,90
43314,"$5,552.61", , , , ,90
43320,"$2,073.78", , , , ,90
43325,"$2,087.58", , , , ,90
43327, , ,"$1,611.97", , ,90
43328, , ,"$2,351.98", , ,90
43330,"$2,043.71", , , , ,90
43331,"$2,307.80", , , , ,90
43332, , ,"$2,307.94", , ,90
43333, , ,"$2,506.34", , ,90
43334, , ,"$2,532.42", , ,90
43335, , ,"$2,728.82", , ,90
43336, , ,"$2,982.76", , ,90
43337, , ,"$3,256.70", , ,90
43338, , ,$265.27, , ,0
43340,"$2,119.29", , , , ,90
43341,"$1,986.00", , , , ,90
43351,"$1,756.85", , , , ,90
43352,"$1,564.26", , , , ,90
43360,"$3,772.13", , , , ,90
43361,"$4,364.52", , , , ,90
43400,"$2,079.47", , , , ,45
43401,"$2,054.27", , , , ,45
43405,"$2,316.74", , , , ,45
43410,"$1,466.76", , , , ,45
43415,"$2,275.31", , , , ,45
43420,"$1,263.60", , , , ,45
43425,"$2,019.34", , , , ,45
43450,$141.19, , , , ,0
43453,$205.36, , , , ,0
43460,$375.81, , , , ,0
43496,BR, , , , ,0
43499,BR, , , , ,0
43500,"$1,092.15", , , , ,45
43501,"$1,786.93", , , , ,45
43502,"$1,942.13", , , , ,45
43510,"$1,206.54", , , , ,45
43520,$911.76, , , , ,45
43605,"$1,127.89", , , , ,45
43610,"$1,457.82", , , , ,45
43611,"$1,640.65", , , , ,90
43620,"$2,900.19", , , , ,90
43621,"$2,935.15", , , , ,90
43622,"$3,041.59", , , , ,90
43631,"$2,432.94", , , , ,90
43632,"$2,432.94", , , , ,90
43633,"$2,467.90", , , , ,90
43634,"$3,258.55", , , , ,90
43635,$251.09, , , , ,0
43640,"$1,883.62", , , , ,90
43641,"$1,883.62", , , , ,90
43644,"$3,138.55", , , , ,90
43645,"$3,381.59", , , , ,90
43647,BR, , , , ,0
43648,BR, , , , ,0
43651,"$1,136.58", , , , ,90
43652,"$1,364.48", , , , ,90
43653,$980.77, , , , ,90
43659,BR, , , , ,90
43752,BR, , , , ,0
43753, , ,$41.63, , ,0
43754, ,$156.31,$62.91, , ,0
43755, ,$238.84,$115.20, , ,0
43757, ,$556.88,$150.36, , ,0
43760,$123.37, , , , ,0
43761,$215.35, , , , ,0
43770,"$1,968.64", , , , ,90
43771,"$2,267.65", , , , ,90
43772,"$1,729.54", , , , ,90
43773,"$2,268.14", , , , ,90
43774,"$1,735.57", , , , ,90
43775, , ,"$2,467.55", , ,90
43800,"$1,296.91", , , , ,45
43810,"$1,409.88", , , , ,45
43820,"$1,492.76", , , , ,45
43825,"$1,942.13", , , , ,45
43830,$878.43, , , , ,45
43831,$920.68, , , , ,45
43832,"$1,474.88", , , , ,45
43840,"$1,457.82", , , , ,45
43842,"$2,195.67", , , , ,90
43843,"$2,195.67", , , , ,90
43845,BR, , , , ,90
43846,"$2,609.28", , , , ,45
43847,"$2,769.36", , , , ,45
43848,"$2,944.89", , , , ,45
43850,"$2,364.69", , , , ,45
43855,"$2,356.56", , , , ,45
43860,"$2,359.81", , , , ,90
43865,"$2,597.91", , , , ,90
43870,$981.63, , , , ,45
43880,"$2,098.15", , , , ,45
43881,BR, , , , ,0
43882,BR, , , , ,0
43886,$550.29, , , , ,90
43887,$533.52, , , , ,90
43888,$758.55, , , , ,90
43999,BR, , , , ,0
44005,"$1,656.90", , , , ,45
44010,"$1,286.37", , , , ,45
44015,$459.13, , , , ,0
44020,"$1,474.88", , , , ,45
44021,"$1,420.43", , , , ,45
44025,"$1,497.64", , , , ,45
44050,"$1,421.26", , , , ,90
44055,"$1,558.58", , , , ,45
44100,$232.47, , , , ,15
44110,"$1,329.42", , , , ,45
44111,"$1,656.90", , , , ,45
44120,"$1,802.36", , , , ,45
44121,$540.38, , , , ,0
44125,"$1,906.39", , , , ,45
44126,"$3,835.53", , , , ,90
44127,"$4,411.22", , , , ,90
44128,$465.42, , , , ,90
44130,"$1,576.46", , , , ,45
44132,BR, , , , ,0
44133,BR, , , , ,90
44135,BR, , , , ,0
44136,BR, , , , ,90
44137,BR, , , , ,0
44139,$271.41, , , , ,0
44140,"$2,257.43", , , , ,90
44141,"$2,329.76", , , , ,90
44143,"$2,175.36", , , , ,90
44144,"$2,157.48", , , , ,90
44145,"$2,749.87", , , , ,90
44146,"$2,962.77", , , , ,90
44147,"$2,522.33", , , , ,90
44150,"$2,702.74", , , , ,90
44151,"$2,242.80", , , , ,90
44155,"$3,087.92", , , , ,90
44156,"$2,540.21", , , , ,90
44157,"$3,813.16", , , , ,90
44158,"$3,911.43", , , , ,90
44160,"$2,119.29", , , , ,90
44180,"$1,667.08", , , , ,90
44186,"$1,170.95", , , , ,90
44187,"$1,936.48", , , , ,90
44188,"$2,123.28", , , , ,90
44202,"$2,546.16", , , , ,90
44203,$452.93, , , , ,90
44204,"$2,621.49", , , , ,90
44205,"$2,323.08", , , , ,90
44206,"$2,867.27", , , , ,90
44207,"$3,139.15", , , , ,90
44208,"$3,398.13", , , , ,90
44210,"$3,004.92", , , , ,90
44211,"$3,737.38", , , , ,90
44212,"$3,489.78", , , , ,90
44213,$382.85, , , , ,0
44227,"$3,002.12", , , , ,90
44238,BR, , , , ,0
44300,"$1,101.09", , , , ,45
44310,"$1,431.00", , , , ,45
44312,$663.90, , , , ,45
44314,"$1,304.23", , , , ,45
44316,"$1,831.63", , , , ,45
44320,"$1,500.90", , , , ,45
44322,"$1,545.58", , , , ,45
44340,$523.32, , , , ,45
44345,"$1,183.96", , , , ,45
44346,"$1,414.75", , , , ,45
44360,$454.23, , , , ,0
44361,$502.02, , , , ,15
44363,$477.05, , , , ,0
44364,$619.67, , , , ,15
44365,$585.45, , , , ,15
44366,$737.34, , , , ,0
44369,$789.39, , , , ,15
44370,$456.17, , , , ,0
44372,$741.62, , , , ,0
44373,$613.26, , , , ,0
44376,$663.88, , , , ,0
44377,$698.11, , , , ,15
44378,$885.66, , , , ,0
44379,$743.95, , , , ,0
44380,$238.88, , , , ,0
44381,BR, , , , , 
44382,$298.78, , , , ,15
44384,BR, , , , , 
44385,$334.79, , , , ,0
44386,$251.01, , , , ,15
44388,$505.44, , , , ,0
44389,$489.19, , , , ,15
44390,$443.54, , , , ,0
44391,$655.33, , , , ,0
44392,$619.67, , , , ,15
44394,$661.75, , , , ,15
44401,BR, , , , , 
44402,BR, , , , , 
44403,BR, , , , , 
44404,BR, , , , , 
44405,BR, , , , , 
44406,BR, , , , , 
44407,BR, , , , , 
44408,BR, , , , , 
44500,$57.76, , , , ,0
44602,"$1,385.49", , , , ,45
44603,"$1,756.85", , , , ,45
44604,"$1,656.90", , , , ,45
44605,"$1,856.00", , , , ,45
44615,"$1,565.89", , , , ,45
44620,"$1,243.29", , , , ,45
44625,"$1,729.23", , , , ,45
44626,$2396.09, , , , ,45
44640,"$1,579.71", , , , ,45
44650,"$1,674.78", , , , ,45
44660,"$1,692.66", , , , ,45
44661,"$2,331.36", , , , ,45
44680,"$1,766.61", , , , ,45
44700,"$1,841.60", , , , ,45
44701,$312.83, , , , ,0
44705,R, , , , , 
44715,BR, , , , ,0
44720,$532.32, , , , ,0
44721,$767.53, , , , ,0
44799,BR, , , , ,0
44800,"$1,220.53", , , , ,45
44820,"$1,202.67", , , , ,45
44850,"$1,134.40", , , , ,45
44899,BR, , , , ,0
44900,$965.38, , , , ,45
44950,$872.74, , , , ,45
44955,$307.17, , , , ,45
44960,"$1,247.35", , , , ,45
44970,"$1,002.56", , , , ,90
44979,BR, , , , ,90
45000,$463.19, , , , ,15
45005,$256.78, , , , ,15
45020,$556.63, , , , ,15
45100,$416.86, , , , ,15
45108,$551.77, , , , ,45
45110,"$3,028.59", , , , ,90
45111,"$2,132.29", , , , ,90
45112,"$3,191.93", , , , ,90
45113,"$3,244.75", , , , ,90
45114,"$2,915.64", , , , ,90
45116,"$2,378.50", , , , ,90
45119,"$2,999.96", , , , ,90
45120,"$3,124.48", , , , ,90
45121,"$2,831.94", , , , ,90
45123,"$1,998.20", , , , ,90
45126,"$3,754.25", , , , ,90
45130,"$1,745.48", , , , ,90
45135,"$2,505.27", , , , ,90
45136,"$2,950.79", , , , ,90
45150,$685.03, , , , ,90
45160,"$1,575.65", , , , ,90
45171, , ,"$1,111.80", , ,90
45172, , ,"$1,526.87", , ,90
45190,"$1,034.45", , , , ,45
45300,$98.32, , , , ,0
45303,$91.83, , , , ,0
45305,$146.26, , , , ,15
45307,$234.84, , , , ,0
45308,$208.84, , , , ,15
45309,$248.66, , , , ,15
45315,$294.17, , , , ,15
45317,$314.48, , , , ,0
45320,$376.24, , , , ,15
45321,$284.40, , , , ,0
45327,$177.41, , , , ,0
45330,$149.74, , , , ,0
45331,$196.09, , , , ,15
45332,$254.57, , , , ,0
45333,$288.79, , , , ,15
45334,$389.34, , , , ,0
45335, ,$278.08,$148.98, , ,0
45337,$370.80, , , , ,0
45338,$330.88, , , , ,15
45340, ,$632.42,$178.79, , ,0
45341,$396.12, , , , ,0
45342,$456.62, , , , ,0
45346,BR, , , , , 
45347,BR, , , , , 
45349,BR, , , , , 
45350,BR, , , , , 
45378,$535.54, , , , ,0
45379,$685.28, , , , ,0
45380,$599.71, , , , ,15
45381, ,$752.06,$438.12, , ,0
45382,$789.39, , , , ,0
45384,$773.69, , , , ,15
45385,$815.78, , , , ,15
45386, ,"$1,424.82",$475.94, , ,0
45388,BR, , , , , 
45389,BR, , , , , 
45390,BR, , , , , 
45391,$560.60, , , , ,0
45392,$710.63, , , , ,0
45393,BR, , , , , 
45395,"$3,546.66", , , , ,90
45397,"$3,864.29", , , , ,90
45398,BR, , , , , 
45399,BR, , , , , 
45400,"$2,074.67", , , , ,90
45402,"$2,814.19", , , , ,90
45499,BR, , , , ,0
45500,$999.51, , , , ,45
45505,$942.64, , , , ,45
45520,$80.59, , , , ,0
45540,"$1,744.68", , , , ,90
45541,"$1,591.08", , , , ,90
45550,"$1,982.77", , , , ,90
45560,$975.95, , , , ,45
45562,"$1,527.70", , , , ,45
45563,"$2,410.20", , , , ,45
45800,"$1,778.79", , , , ,45
45805,"$2,178.59", , , , ,45
45820,"$1,753.62", , , , ,45
45825,"$2,002.26", , , , ,45
45900,$178.77, , , , ,0
45905,$175.53, , , , ,0
45910,$215.33, , , , ,15
45915,$197.53, , , , ,0
45990,$205.75, , , , ,0
45999,BR, , , , ,0
46020, ,$434.04,$383.37, , ,90
46030,$126.77, , , , ,0
46040,$522.50, , , , ,15
46045,$457.51, , , , ,15
46050,$138.14, , , , ,0
46060,$828.86, , , , ,90
46070,$319.36, , , , ,15
46080,$356.73, , , , ,0
46083,$136.91, , , , ,15
46200,$503.01, , , , ,45
46220,$169.83, , , , ,15
46221,$162.51, , , , ,15
46230,$264.09, , , , ,15
46250,$565.57, , , , ,45
46255,$767.10, , , , ,45
46257,$884.93, , , , ,45
46258,$967.81, , , , ,45
46260,"$1,018.20", , , , ,45
46261,"$1,049.08", , , , ,45
46262,"$1,076.70", , , , ,45
46270,$427.43, , , , ,45
46275,$786.61, , , , ,45
46280,$934.50, , , , ,90
46285,$488.38, , , , ,45
46288,$829.67, , , , ,45
46320,$179.59, , , , ,0
46500,$146.26, , , , ,0
46505, ,$449.33,$371.77, , ,10
46600,$53.48, , , , ,0
46601,BR, , , , , 
46604,$133.26, , , , ,0
46606,$92.64, , , , ,15
46607,BR, , , , , 
46608,$177.55, , , , ,0
46610,$171.45, , , , ,15
46611,$210.47, , , , ,15
46612,$294.17, , , , ,15
46614,$281.17, , , , ,0
46615,$333.99, , , , ,15
46700,$999.51, , , , ,45
46705,$794.73, , , , ,45
46706,$270.83, , , , ,10
46707, , ,$854.22, , ,90
46710,"$1,876.12", , , , ,90
46712,"$3,920.30", , , , ,90
46715,$817.49, , , , ,45
46716,"$1,406.63", , , , ,45
46730,"$2,495.53", , , , ,90
46735,"$3,027.79", , , , ,90
46740,"$2,683.23", , , , ,90
