CPTCode,Total,OFF,FAC,TC27,PC26,FUD
24900,1304.23,,,,,90
24920,1225.41,,,,,90
24925,1009.26,,,,,45
24930,1383.06,,,,,90
24931,1809.67,,,,,90
24935,2220.04,,,,,90
24940,1519.58,,,,,90
24999,BR,,,,,0
25000,563.95,,,,,45
25001,562.98,,,,,45
25020,784.16,,,,,45
25023,1363.56,,,,,45
25024,1307.61,,,,,45
25025,2117.70,,,,,45
25028,548.52,,,,,15
25031,359.18,,,,,15
25035,1037.70,,,,,45
25040,971.89,,,,,90
25065,247.04,,,,,15
25066,425.80,,,,,15
25071,,,791.58,,,90
25073,,,986.72,,,90
25075,458.31,,,,,15
25076,676.90,,,,,15
25077,1411.49,,,,,45
25078,,,2103.96,,,90
25085,769.53,,,,,45
25100,661.47,,,,,90
25101,796.35,,,,,90
25105,1003.57,,,,,90
25107,884.11,,,,,90
25109,907.92, , , , ,90
25110,520.89,,,,,45
25111,511.95,,,,,45
25112,641.96,,,,,45
25115,1062.07,,,,,90
25116,1157.16,,,,,90
25118,746.79,,,,,90
25119,1022.25,,,,,90
25120,969.44,,,,,45
25125,1096.21,,,,,90
25126,1101.89,,,,,90
25130,733.79,,,,,45
25135,954.81,,,,,90
25136,826.43,,,,,90
25145,935.30,,,,,90
25150,1047.45,,,,,90
25151,999.51,,,,,90
25170,1597.59,,,,,90
25210,824.80,,,,,45
25215,1271.74,,,,,90
25230,823.18,,,,,90
25240,806.92,,,,,90
25246,134.06,,,,,0
25248,564.77,,,,,45
25250,943.44,,,,,45
25251,1371.69,,,,,45
25259,665.75,,,,,45
25260,944.24,,,,,90
25263,1041.76,,,,,90
25265,1384.69,,,,,90
25270,716.72,,,,,90
25272,804.49,,,,,90
25274,1192.10,,,,,90
25275,1186.85,,,,,90
25280,872.74,,,,,90
25290,592.39,,,,,45
25295,736.22,,,,,45
25300,1250.61,,,,,90
25301,1177.48,,,,,90
25310,1171.79,,,,,90
25312,1322.93,,,,,90
25315,1385.49,,,,,90
25316,1747.11,,,,,90
25320,1463.51,,,,,90
25332,1644.72,,,,,90
25335,1849.49,,,,,90
25337,1400.94,,,,,90
25350,1253.04,,,,,90
25355,1476.51,,,,,90
25360,1127.89,,,,,90
25365,1730.85,,,,,90
25370,1905.56,,,,,90
25375,1985.20,,,,,90
25390,1478.13,,,,,90
25391,1900.70,,,,,90
25392,2016.08,,,,,90
25393,2302.11,,,,,90
25394,1388.54,,,,,90
25400,1666.66,,,,,90
25405,2047.76,,,,,90
25415,1903.93,,,,,90
25420,2371.18,,,,,90
25425,1930.76,,,,,90
25426,2112.78,,,,,90
25430,1236.82,,,,,90
25431,1225.72,,,,,90
25440,1503.33,,,,,90
25441,1869.00,,,,,90
25442,1377.38,,,,,90
25443,1522.83,,,,,90
25444,1643.10,,,,,90
25445,1553.71,,,,,90
25446,2806.75,,,,,90
25447,1542.32,,,,,90
25449,1704.03,,,,,90
25450,1184.79,,,,,90
25455,1412.32,,,,,90
25490,1408.26,,,,,90
25491,1474.07,,,,,90
25492,1815.38,,,,,90
25500,363.24,,,,,45
25505,672.03,,,,,90
25515,1284.74,,,,,90
25520,928.81,,,,,45
25525,1806.43,,,,,90
25526,1920.19,,,,,90
25530,344.56,,,,,45
25535,668.78,,,,,90
25545,1257.92,,,,,90
25560,357.55,,,,,45
25565,784.98,,,,,90
25574,1151.46,,,,,90
25575,1595.14,,,,,90
25600,419.31,,,,,45
25605,734.60,,,,,90
25606,,,1236.43,,,90
25607,,,1246.01,,,90
25608,,,1420.43,,,90
25609,,,1811.77,,,90
25622,371.36,,,,,45
25624,627.33,,,,,90
25628,1180.71,,,,,90
25630,386.81,,,,,45
25635,593.20,,,,,90
25645,1065.33,,,,,90
25650,434.74,, ,,,45
25651,724.87,,,,,45
25652,1071.80,,,,,90
25660,500.56,,,,,90
25670,1153.09,,,,,90
25671,885.22,,,,,45
25675,529.81,,,,,45
25676,1173.40,,,,,90
25680,636.27,,,,,90
25685,1425.31,,,,,90
25690,792.30,,,,,90
25695,1184.79,,,,,90
25800,1594.34,,,,,90
25805,1851.94,,,,,90
25810,1765.79,,,,,90
25820,1270.11,,,,,90
25825,1558.58,,,,,90
25830,1400.94,,,,,90
25900,1209.16,,,,,90
25905,1226.24,,,,,90
25907,1030.39,,,,,45
25909,1105.15,,,,,90
25915,2565.40,,,,,90
25920,1194.53,,,,,90
25922,993.00,,,,,45
25924,1214.84,,,,,90
25927,1157.16,,,,,90
25929,944.24,,,,,45
25931,945.07,,,,,90
25999,BR,,,,,0
26010,135.49,,,,,0
26011,290.11,,,,,0
26020,611.90,,,,,15
26025,698.83,,,,,15
26030,878.43,,,,,15
26034,776.85,,,,,45
26035,1071.01,,,,,90
26037,1032.02,,,,,45
26040,471.31,,,,,45
26045,799.61,,,,,45
26055,463.19,,,,,45
26060,303.11,,,,,15
26070,481.07,,,,,90
26075,571.26,,,,,45
26080,546.89,,,,,45
26100,515.19,,,,,90
26105,612.71,,,,,45
26110,501.38,,,,,45
26111,,,768.61,,,90
26113,,,1011.60,,,90
26115,450.19,,,,,15
26116,703.72,,,,,15
26117,1054.76,,,,,45
26118,,,1980.57,,,90
26121,1326.99,,,,,45
26123,1404.18,,,,,45
26125,572.08,,,,,0
26130,802.86,,,,,90
26135,912.56,,,,,90
26140,813.41,,,,,90
26145,850.00,,,,,90
26160,420.94,,,,,15
26170,588.34,,,,,45
26180,714.28,,,,,45
26185,719.13,,,,,45
26200,768.73,,,,,45
26205,1077.52,,,,,90
26210,701.29,,,,,45
26215,978.38,,,,,90
26230,807.73,,,,,45
26235,790.67,,,,,45
26236,697.23,,,,,45
26250,1051.51,,,,,90
26260,987.32,,,,,90
26262,802.86,,,,,90
26320,575.32,,,,,45
26340,509.52,,,,,45
26341, ,190.88,144.74, , ,10
26350,910.93,,,,,90
26352,1096.21,,,,,90
26356,1129.52,,,,,90
26357,1169.34,,,,,90
26358,1274.17,,,,,90
26370,1062.07,,,,,90
26372,1162.03,,,,,90
26373,1147.40,,,,,90
26390,1316.42,,,,,90
26392,1448.08,,,,,90
26410,604.59,,,,,90
26412,942.64,,,,,90
26415,1163.65,,,,,90
26416,1399.32,,,,,90
26418,601.33,,,,,90
26420,954.01,,,,,90
26426,963.75,,,,,90
26428,983.26,,,,,90
26432,555.01,,,,,45
26433,660.64,,,,,45
26434,850.80,,,,,90
26437,758.16,,,,,90
26440,659.04,,,,,90
26442,749.22,,,,,90
26445,585.88,,,,,90
26449,947.50,,,,,90
26450,459.13,,,,,45
26455,427.43,,,,,45
26460,399.80,,,,,45
26471,766.30,,,,,90
26474,771.16,,,,,90
26476,616.76,,,,,90
26477,711.03,,,,,90
26478,784.98,,,,,90
26479,858.11,,,,,90
26480,1031.19,,,,,90
26483,1295.31,,,,,90
26485,1090.52,,,,,90
26489,977.57,,,,,90
26490,1248.98,,,,,90
26492,1409.88,,,,,90
26494,1213.22,,,,,90
26496,1418.80,,,,,90
26497,1359.50,,,,,90
26498,2006.34,,,,,90
26499,1288.80,,,,,90
26500,724.85,,,,,90
26502,952.38,,,,,90
26508,772.79,,,,,90
26510,725.66,,,,,90
26516,862.17,,,,,90
26517,1220.53,,,,,90
26518,1193.73,,,,,90
26520,749.22,,,,,90
26525,686.66,,,,,90
26530,912.56,,,,,90
26531,1125.46,,,,,90
26535,767.10,,,,,90
26536,1049.90,,,,,90
26540,1003.57,,,,,90
26541,1356.24,,,,,90
26542,954.01,,,,,90
26545,932.87,,,,,90
26546,1315.62,,,,,90
26548,1061.27,,,,,90
26550,3208.99,,,,,90
26551,6855.70,,,,,90
26553,6808.11,,,,,90
26554,8122.95,,,,,90
26555,2496.33,,,,,90
26556,6923.87,,,,,90
26560,777.67,,,,,45
26561,1536.64,,,,,45
26562,1565.89,,,,,90
26565,967.01,,,,,90
26567,853.23,,,,,45
26568,1342.42,,,,,90
26580,2442.71,,,,,90
26587,BR,,,,,90
26590,2693.80,,,,,90
26591,411.18,,,,,90
26593,713.46,,,,,90
26596,1335.11,,,,,90
26600,264.09,,,,,45
26605,391.67,,,,,90
26607,685.03,,,,,90
26608,685.03,,,,,45
26615,794.73,,,,,90
26641,381.12,,,,,45
26645,507.07,,,,,45
26650,750.05,,,,,45
26665,1071.01,,,,,90
26670,353.48,,,,,45
26675,690.72,,,,,45
26676,798.79,,,,,45
26685,971.06,,,,,90
26686,1090.52,,,,,90
26700,347.79,,,,,45
26705,455.05,,,,,45
26706,758.97,,,,,45
26715,758.97,,,,,90
26720,209.65,,,,,45
26725,372.18,,,,,45
26727,581.83,,,,,45
26735,746.79,,,,,90
26740,234.04,,,,,45
26742,448.57,,,,,90
26746,815.04,,,,,90
26750,190.96,,,,,45
26755,318.54,,,,,45
26756,481.88,,,,,45
26765,529.81,,,,,45
26770,286.86,,,,,45
26775,365.67,,,,,45
26776,528.20,,,,,45
26785,557.46,,,,,45
26820,1144.14,,,,,90
26841,1024.71,,,,,90
26842,1290.43,,,,,90
26843,1075.90,,,,,90
26844,1231.92,,,,,90
26850,884.93,,,,,90
26852,1084.01,,,,,90
26860,693.97,,,,,90
26861,316.11,,,,,0
26862,966.18,,,,,90
26863,575.32,,,,,0
26910,978.38,,,,,90
26951,576.14,,,,,90
26952,793.10,,,,,90
26989,BR,,,,,0
26990,779.30,,,,,45
26991,620.02,,,,,45
26992,1607.34,,,,,45
27000,559.89,,,,,45
27001,792.30,,,,,45
27003,1050.70,,,,,45
27005,976.75,,,,,45
27006,1117.34,,,,,45
27025,1287.17,,,,,45
27027,,,1567.70,,,90
27030,1858.43,,,,,90
27033,1888.51,,,,,90
27035,2189.16,,,,,90
27036,1856.35,,,,,0
27040,275.26,,,,,15
27041,949.95,,,,,15
27043,,,874.74,,,90
27045,,,1390.25,,,90
27047,715.09,,,,,15
27048,796.35,,,,,15
27049,1798.30,,,,,90
27050,676.90,,,,,90
27052,1057.21,,,,,90
27054,1467.56,,,,,90
27057,,,1759.30,,,90
27059,,,3411.50,,,90
27060,685.84,,,,,90
27062,709.40,,,,,90
27065,835.37,,,,,90
27066,1349.73,,,,,90
27067,1920.19,,,,,90
27070,1343.24,,,,,90
27071,1483.01,,,,,90
27075,2327.31,,,,,90
27076,2710.05,,,,,90
27077,3188.67,,,,,90
27078,1669.92,,,,,90
27080,825.61,,,,,90
27086,188.53,,,,,0
27087,919.07,,,,,15
27090,1665.84,,,,,90
27091,3183.79,,,,,90
27093,166.59,,,,,0
27095,167.58,,,,,0
27096,,777.98,108.93,,,0
27097,1248.98,,,,,90
27098,1248.98,,,,,90
27100,1448.08,,,,,90
27105,1367.61,,,,,90
27110,1830.80,,,,,90
27111,1816.18,,,,,90
27120,2731.17,,,,,90
27122,2449.20,,,,,90
27125,2390.69,,,,,90
27130,3391.83,,,,,90
27132,3886.71,,,,,90
27134,4453.91,,,,,90
27137,3428.40,,,,,90
27138,3434.89,,,,,90
27140,1774.73,,,,,90
27146,1930.76,,,,,90
27147,2731.99,,,,,90
27151,2870.14,,,,,90
27156,3045.65,,,,,90
27158,2580.03,,,,,90
27161,2332.19,,,,,90
27165,2602.79,,,,,90
27170,2475.21,,,,,90
27175,663.90,,,,,90
27176,1682.92,,,,,90
27177,2068.10,,,,,90
27178,1673.15,,,,,90
27179,1806.43,,,,,90
27181,2130.66,,,,,90
27185,887.37,,,,,90
27187,2272.06,,,,,90
27193,556.63,,,,,90
27194,993.00,,,,,90
27200,254.35,,,,,45
27202,997.88,,,,,90
27215,1705.66,,,,,90
27216,1458.62,,,,,90
27217,2192.42,,,,,90
27218,2636.92,,,,,90
27220,750.85,,,,,90
27222,1368.44,,,,,90
27226,2348.44,,,,,90
27227,2775.07,,,,,90
27228,2992.03,,,,,90
27230,647.64,,,,,90
27232,1446.45,,,,,90
27235,1997.40,,,,,90
27236,2454.08,,,,,90
27238,784.98,,,,,90
27240,1623.59,,,,,90
27244,2423.20,,,,,90
27245,2767.73,,,,,90
27246,649.27,,,,,90
27248,1757.67,,,,,90
27250,748.42,,,,,45
27252,1089.70,,,,,45
27253,1985.20,,,,,90
27254,2433.77,,,,,90
27256,442.88,,,,,0
27257,745.97,,,,,0
27258,2224.92,,,,,90
27259,2786.44,,,,,90
27265,713.46,,,,,45
27266,962.12,,,,,45
27267,,,734.66,,,90
27268,,,904.36,,,90
27269,,,2156.86,,,90
27275,306.36,,,,,0
27279,,1132.36,1132.36,,,90
27280,1733.28,,,,,90
27282,1555.34,,,,,90
27284,2382.58,,,,,90
27286,2432.14,,,,,90
27290,3742.05,,,,,90
27295,2685.66,,,,,90
27299,BR,,,,,0
27301,664.72,,,,,15
27303,1071.01,,,,,45
27305,730.54,,,,,45
27306,494.07,,,,,45
27307,655.78,,,,,45
27310,1410.69,,,,,90
27323,281.97,,,,,15
27324,566.40,,,,,15
27325,917.34, , , , ,90
27326,867.22, , , , ,90
27327,523.32,,,,,15
27328,743.54,,,,,15
27329,1860.06,,,,,45
27330,875.99,,,,,90
27331,1034.45,,,,,90
27332,1418.80,,,,,90
27333,1450.51,,,,,90
27334,1437.51,,,,,90
27335,1661.78,,,,,90
27337,,,779.94,,,90
27339,,,1404.69,,,90
27340,614.33,,,,,90
27345,891.42,,,,,45
27347,588.75,,,,,45
27350,1337.56,,,,,45
27355,1157.97,,,,,45
27356,1328.62,,,,,90
27357,1457.00,,,,,90
27358,733.79,,,,,0
27360,1406.63,,,,,90
27364,,,2935.13,,,90
27365,2202.16,,,,,90
27370,106.96,,,,,0
27372,650.09,,,,,15
27380,1152.28,,,,,90
27381,1654.47,,,,,90
27385,1266.03,,,,,90
27386,1752.79,,,,,90
27390,731.34,,,,,45
27391,956.44,,,,,45
27392,1280.66,,,,,45
27393,919.07,,,,,90
27394,1083.21,,,,,90
27395,1693.48,,,,,90
27396,1136.83,,,,,90
27397,1439.94,,,,,90
27400,1292.05,,,,,90
27403,1312.36,,,,,90
27405,1435.06,,,,,90
27407,1447.25,,,,,90
27409,2128.23,,,,,90
27412,3098.65,,,,,90
27415,2566.12,,,,,90
27416,,,1690.02,,,90
27418,1739.79,,,,,90
27420,1591.08,,,,,90
27422,1624.41,,,,,90
27424,1645.53,,,,,90
27425,910.93,,,,,90
27427,1600.85,,,,,90
27428,1942.13,,,,,90
27429,1828.37,,,,,90
27430,1444.82,,,,,90
27435,1245.72,,,,,90
27437,1394.43,,,,,90
27438,1852.74,,,,,90
27440,1691.86,,,,,90
27441,1499.27,,,,,90
27442,2086.78,,,,,90
27443,2042.08,,,,,90
27445,3083.04,,,,,90
27446,2775.87,,,,,90
27447,3586.85,,,,,90
27448,1828.37,,,,,90
27450,2206.24,,,,,90
27454,2220.04,,,,,90
27455,1899.07,,,,,90
27457,2046.96,,,,,90
27465,1983.57,,,,,90
27466,2256.61,,,,,90
27468,2727.11,,,,,90
27470,2486.58,,,,,90
27472,2866.08,,,,,90
27475,1253.86,,,,,90
27477,1771.48,,,,,90
27479,1882.82,,,,,90
27485,1283.11,,,,,90
27486,3058.67,,,,,90
27487,4088.23,,,,,90
27488,2421.57,,,,,90
27495,2520.72,,,,,90
27496,733.79,,,,,45
27497,898.74,,,,,90
27498,1023.88,,,,,45
27499,1179.91,,,,,90
27500,844.29,,,,,90
27501,844.29,,,,,90
27502,1357.05,,,,,90
27503,1357.05,,,,,90
27506,2524.78,,,,,90
27507,2281.80,,,,,90
27508,744.34,,,,,90
27509,867.05,,,,,90
27510,1185.59,,,,,90
27511,2252.55,,,,,90
27513,2591.40,,,,,90
27514,2508.52,,,,,90
27516,767.91,,,,,90
27517,1266.86,,,,,90
27519,2094.90,,,,,90
27520,451.00,,,,,45
27524,1558.58,,,,,90
27530,522.50,,,,,90
27532,986.51,,,,,90
27535,1743.05,,,,,90
27536,2070.53,,,,,90
27538,631.39,,,,,90
27540,1843.00,,,,,90
27550,637.90,,,,,45
27552,853.23,,,,,45
27556,2048.59,,,,,90
27557,2405.32,,,,,90
27558,2480.08,,,,,90
27560,398.18,,,,,45
27562,840.23,,,,,45
27566,1742.22,,,,,45
27570,269.78,,,,,0
27580,2211.93,,,,,90
27590,1539.89,,,,,90
27591,1813.75,,,,,90
27592,1342.42,,,,,90
27594,789.04,,,,,90
27596,1350.56,,,,,90
27598,1554.52,,,,,90
27599,BR,,,,,0
27600,667.15,,,,,45
27601,664.72,,,,,45
27602,847.55,,,,,15
27603,537.12,,,,,15
27604,413.63,,,,,15
27605,314.48,,,,,0
27606,473.76,,,,,15
27607,1032.82,,,,,45
27610,1159.59,,,,,90
27612,1123.03,,,,,90
27613,220.21,,,,,15
27614,596.45,,,,,15
27615,1584.59,,,,,45
27616,,,2395.99,,,90
27618,555.01,,,,,15
27619,956.44,,,,,15
27620,926.38,,,,,90
27625,1307.48,,,,,90
27626,1513.89,,,,,90
27630,611.08,,,,,45
27632,,,771.12,,,90
27634,,,1259.55,,,90
27635,1210.79,,,,,45
27637,1392.81,,,,,90
27638,1506.58,,,,,90
27640,1582.14,,,,,90
27641,1225.41,,,,,90
27645,1961.64,,,,,90
27646,1773.10,,,,,90
27647,1664.21,,,,,90
27648,101.25,,,,,0
27650,1425.31,,,,,90
27652,1579.71,,,,,90
27654,1599.22,,,,,90
27656,592.39,,,,,45
27658,680.15,,,,,90
27659,957.26,,,,,90
27664,610.28,,,,,90
27665,793.92,,,,,90
27675,1038.51,,,,,90
27676,1217.30,,,,,90
27680,748.42,,,,,90
27681,971.06,,,,,90
27685,776.04,,,,,90
27686,1061.27,,,,,90
27687,888.19,,,,,90
27690,1165.28,,,,,90
27691,1352.99,,,,,90
27692,307.17,,,,,0
27695,1099.46,,,,,90
27696,1168.54,,,,,90
27698,1600.02,,,,,90
27700,1554.52,,,,,90
27702,2501.21,,,,,90
27703,2238.73,,,,,90
27704,1032.02,,,,,45
27705,1611.39,,,,,90
27707,669.58,,,,,90
27709,1656.10,,,,,90
27712,1797.49,,,,,90
27715,2016.88,,,,,90
27720,1970.58,,,,,90
27722,1691.03,,,,,90
27724,2195.67,,,,,90
27725,1691.86,,,,,90
27726,,,1607.81,,,90
27727,1770.67,,,,,90
27730,835.37,,,,,90
27732,782.53,,,,,90
27734,1219.73,,,,,90
27740,1352.99,,,,,90
27742,1503.33,,,,,90
27745,1449.68,,,,,45
27750,500.56,,,,,45
27752,810.18,,,,,90
27756,1123.83,,,,,90
27758,1896.62,,,,,90
27759,2082.72,,,,,90
27760,424.17,,,,,45
27762,643.59,,,,,90
27766,1222.98,,,,,90
27767,,449.64,451.82,,,90
27768,,,695.79,,,90
27769,,,1203.43,,,90
27780,348.61,,,,,45
27781,590.77,,,,,90
27784,950.75,,,,,90
27786,408.75,,,,,45
27788,593.20,,,,,90
27792,1139.28,,,,,90
27808,426.63,,,,,45
27810,780.10,,,,,90
27814,1569.97,,,,,90
27816,488.38,,,,,45
27818,916.62,,,,,90
27822,1517.15,,,,,90
27823,1872.25,,,,,90
27824,488.38,,,,,90
27825,916.62,,,,,90
27826,1355.44,,,,,90
27827,1708.11,,,,,90
27828,1985.20,,,,,90
27829,927.19,,,,,90
27830,531.44,,,,,45
27831,650.09,,,,,45
27832,920.68,,,,,90
27840,481.88,,,,,45
27842,626.53,,,,,45
27846,1392.81,,,,,90
27848,1485.45,,,,,90
27860,290.91,,,,,0
27870,1881.19,,,,,90
27871,1289.60,,,,,90
27880,1513.89,,,,,90
27881,1720.29,,,,,90
27882,1205.90,,,,,90
27884,852.43,,,,,45
27886,1232.72,,,,,90
27888,1441.57,,,,,90
27889,1370.06,,,,,90
27892,746.79,,,,,90
27893,744.34,,,,,90
27894,927.19,,,,,90
27899,BR,,,,,0
28001,251.09,,,,,0
28002,473.76,,,,,0
28003,868.68,,,,,45
28005,924.75,,,,,45
28008,537.95,,,,,45
28010,512.75,,,,,45
28011,451.82,,,,,45
28020,718.34,,,,,90
28022,560.69,,,,,45
28024,509.50,,,,,45
28035,867.05,,,,,45
28039,,893.36,642.39,,,90
28041,,,844.74,,,90
28043,403.06,,,,,15
28045,661.47,,,,,15
28046,1163.65,,,,,45
28047,,,1791.03,,,90
28050,615.96,,,,,90
28052,588.34,,,,,45
28054,428.25,,,,,45
28055,732.58, , , , ,90
28060,727.28,,,,,45
28062,1041.76,,,,,90
28070,719.97,,,,,90
28072,591.57,,,,,45
28080,566.40,,,,,45
28086,602.14,,,,,45
28088,566.40,,,,,45
28090,568.83,,,,,45
28092,433.12,,,,,45
28100,780.10,,,,,45
28102,1110.03,,,,,90
28103,918.25,,,,,90
28104,719.17,,,,,45
28106,1032.02,,,,,90
28107,781.73,,,,,90
28108,639.53,,,,,45
28110,571.26,,,,,45
28111,759.79,,,,,45
28112,641.15,,,,,45
28113,666.35,,,,,45
28114,1289.60,,,,,45
28116,910.13,,,,,45
28118,882.48,,,,,45
28119,823.18,,,,,45
28120,773.61,,,,,45
28122,871.11,,,,,45
28124,662.27,,,,,45
28126,573.71,,,,,45
28130,1126.28,,,,,90
28140,893.05,,,,,45
28150,557.46,,,,,45
28153,575.32,,,,,45
28160,600.51,,,,,45
28171,1327.79,,,,,90
28173,1093.78,,,,,90
28175,857.31,,,,,90
28190,190.96,,,,,0
28192,506.25,,,,,15
28193,614.33,,,,,15
28200,741.11,,,,,90
28202,958.87,,,,,90
28208,541.20,,,,,90
28210,902.82,,,,,90
28220,637.08,,,,,45
28222,916.62,,,,,45
28225,453.43,,,,,45
28226,599.71,,,,,45
28230,502.19,,,,,45
28232,380.30,,,,,45
28234,368.93,,,,,45
28238,1136.03,,,,,90
28240,490.01,,,,,90
28250,792.30,,,,,90
28260,934.50,,,,,90
28261,1159.59,,,,,90
28262,1889.31,,,,,90
28264,1517.95,,,,,90
28270,563.14,,,,,90
28272,446.11,,,,,90
28280,562.32,,,,,45
28285,683.41,,,,,45
28286,624.90,,,,,45
28288,585.88,,,,,45
28289,687.30,,,,,90
28290,840.23,,,,,90
28292,1037.70,,,,,90
28293,1388.75,,,,,90
28294,1347.30,,,,,90
28296,1368.44,,,,,90
28297,1386.32,,,,,90
28298,1276.60,,,,,90
28299,1452.14,,,,,90
28300,1227.04,,,,,90
28302,1413.94,,,,,90
28304,1182.34,,,,,90
28305,1549.64,,,,,90
28306,803.67,,,,,90
28307,935.30,,,,,90
28308,840.23,,,,,90
28309,1236.78,,,,,45
28310,720.77,,,,,90
28312,689.91,,,,,90
28313,574.51,,,,,90
28315,689.91,,,,,90
28320,1366.81,,,,,90
28322,995.45,,,,,90
28340,1017.39,,,,,90
28341,1217.30,,,,,90
28344,599.71,,,,,90
28345,854.06,,,,,90
28360,1929.95,,,,,90
28400,361.61,,,,,45
28405,645.21,,,,,90
28406,939.38,,,,,45
28415,1759.30,,,,,90
28420,2104.66,,,,,90
28430,346.99,,,,,45
28435,520.89,,,,,90
28436,679.35,,,,,45
28445,1388.75,,,,,90
28446,,,2080.79,,,90
28450,286.03,,,,,45
28455,430.68,,,,,90
28456,368.93,,,,,45
28465,952.38,,,,,90
28470,279.54,,,,,45
28475,398.98,,,,,90
28476,511.95,,,,,90
28485,784.16,,,,,90
28490,149.51,,,,,45
28495,203.96,,,,,45
28496,334.79,,,,,45
28505,515.19,,,,,45
28510,148.71,,,,,45
28515,193.39,,,,,45
28525,404.69,,,,,45
28530,156.83,,,,,45
28531,310.42,,,,,45
28540,195.02,,,,,45
28545,273.86,,,,,45
28546,445.31,,,,,45
28555,897.11,,,,,45
28570,246.21,,,,,45
28575,447.74,,,,,45
28576,514.38,,,,,45
28585,972.69,,,,,45
28600,191.77,,,,,45
28605,368.93,,,,,45
28606,628.96,,,,,45
28615,796.35,,,,,45
28630,209.65,,,,,0
28635,260.03,,,,,0
28636,413.63,,,,,45
28645,563.95,,,,,45
28660,141.40,,,,,0
28665,223.47,,,,,0
28666,395.75,,,,,45
28675,446.94,,,,,45
28705,2316.74,,,,,90
28715,1934.01,,,,,90
28725,1601.65,,,,,90
28730,1490.33,,,,,90
28735,1561.03,,,,,90
28737,1393.63,,,,,90
28740,892.25,,,,,90
28750,796.35,,,,,90
28755,641.15,,,,,90
28760,851.60,,,,,90
28800,1111.64,,,,,90
28805,1102.72,,,,,90
28810,750.05,,,,,90
28820,486.76,,,,,45
28825,438.00,,,,,45
28890,,326.17,202.53,,,90
28899,BR,,,,,0
29000,320.99,,,,,0
29010,346.16,,,,,0
29015,372.98,,,,,0
29035,294.17,,,,,0
29040,333.99,,,,,0
29044,333.16,,,,,0
29046,366.49,,,,,0
29049,103.21,,,,,0
29055,234.84,,,,,0
29058,154.40,,,,,0
29065,131.63,,,,,0
29075,108.89,,,,,0
29085,108.07,,,,,0
29086,,104.19,82.67,,,0
29105,108.07,,,,,0
29125,75.58,,,,,0
29126,92.64,,,,,0
29130,52.82,,,,,0
29131,73.95,,,,,0
29200,63.47,,,,,0
29240,77.19,,,,,0
29260,60.96,,,,,0
29280,56.07,,,,,0
29305,309.60,,,,,0
29325,335.62,,,,,0
29345,190.96,,,,,0
29355,207.22,,,,,0
29358,260.03,,,,,0
29365,160.91,,,,,0
29405,130.03,,,,,0
29425,156.02,,,,,0
29435,186.08,,,,,0
29440,62.56,,,,,0
29445,275.48,,,,,0
29450,110.52,,,,,0
29505,99.15,,,,,0
29515,94.27,,,,,0
29520,69.88,,,,,0
29530,72.33,,,,,0
29540,63.39,,,,,0
29550,58.50,,,,,0
29580,104.83,,,,,0
29581,,165.83,61.99,,,0
29582, ,134.87,30.88, , ,0
29583, ,83.66,22.56, , ,0
29584, ,134.87,30.88, , ,0
29700,95.07,,,,,0
29705,116.20,,,,,0
29710,141.40,,,,,0
29720,72.33,,,,,0
29730,79.64,,,,,0
29740,118.64,,,,,0
29750,138.95,,,,,0
29799,BR,,,,,0
29800,728.11,,,,,15
29804,1547.20,,,,,90
29805,687.11,,,,,15
29806,1915.20,,,,,90
29807,1862.45,,,,,90
29819,1328.62,,,,,45
29820,1238.41,,,,,45
29821,1422.06,,,,,90
29822,1296.11,,,,,45
29823,1517.15,,,,,90
29824,1167.53,,,,,90
29825,1384.69,,,,,45
29826,1608.16,,,,,90
29827,2027.74,,,,,90
29828,,,1598.33,,,90
29830,864.62,,,,,15
29834,946.69,,,,,45
29835,977.57,,,,,45
29836,1138.46,,,,,90
29837,1037.70,,,,,45
29838,1144.14,,,,,90
29840,685.84,,,,,15
29843,906.05,,,,,45
29844,935.30,,,,,45
29845,1134.40,,,,,90
29846,1291.23,,,,,90
29847,1079.96,,,,,90
29848,623.27,,,,,90
29850,1438.31,,,,,90
29851,1843.00,,,,,90
29855,1673.98,,,,,90
29856,1973.01,,,,,90
29860,905.37,,,,,90
29861,1329.57,,,,,90
29862,1448.84,,,,,90
29863,1334.10,,,,,90
29866,2022.13,,,,,90
29867,2419.73,,,,,90
29868,3270.45,,,,,90
29870,707.77,,,,,15
29871,1027.94,,,,,45
29873,936.74,,,,,90
29874,1227.84,,,,,45
29875,1137.66,,,,,45
29876,1379.81,,,,,90
29877,1290.43,,,,,90
29879,1453.76,,,,,90
29880,1520.38,,,,,90
29881,1353.81,,,,,90
29882,1491.96,,,,,90
29883,1768.24,,,,,90
29884,1252.23,,,,,45
29885,1333.50,,,,,90
29886,1101.89,,,,,90
29887,1510.64,,,,,90
29888,2408.57,,,,,90
29889,1662.61,,,,,90
29891,1244.30,,,,,90
29892,1284.68,,,,,90
29893,729.43,,,,,90
29894,1254.66,,,,,90
29895,1216.47,,,,,90
29897,1261.98,,,,,90
29898,1456.19,,,,,90
29899,1856.78,,,,,90
29900,830.88,,,,,90
29901,915.34,,,,,90
29902,982.33,,,,,90
29904,,,1076.19,,,90
29905,,,1159.80,,,90
29906,,,1221.52,,,90
29907,,,1493.46,,,90
29914,,,2018.04,,,90
29915,,,2056.44,,,90
29916,,,2056.44,,,90
29999,BR,,,,,0
