CPTCode,Total,OFF,FAC,TC27,PC26,FUD
12047,595.42,,,,,15
12051,268.97,,,,,0
12052,327.48,,,,,15
12053,377.87,,,,,15
12054,469.68,,,,,15
12055,597.28,,,,,15
12056,776.85,,,,,15
12057,893.88,,,,,15
13100,330.73,,,,,15
13101,465.62,,,,,15
13102,143.19,,,,,0
13120,361.61,,,,,15
13121,544.44,,,,,15
13122,166.57,,,,,0
13131,448.57,,,,,15
13132,684.21,,,,,15
13133,246.95,,,,,0
13151,539.58,,,,,15
13152,897.11,,,,,15
13153,271.03,,,,,0
13160,1016.57,,,,,45
14000,692.35,,,,,45
14001,989.75,,,,,45
14020,858.11,,,,,45
14021,1228.67,,,,,45
14040,1088.09,,,,,45
14041,1462.70,,,,,45
14060,1241.67,,,,,45
14061,1717.85,,,,,45
14301,,1971.17,1670.00,,,90
14302,,433.73,433.73,,,
14350,1196.96,,,,,45
15002,,576.72,398.94,,,0
15003,,127.84,81.78,,,0
15004,,695.48,493.95,,,0
15005,,215.37,163.54,,,0
15040,,496.36,249.28,,,0
15050,449.37,,,,,15
15100,999.51,,,,,45
15101,264.09,,,,,0
15110,,1575.61,1311.31,,,90
15111,,250.06,214.16,,,0
15115,,1487.67,1352.66,,,90
15116,,325.15,292.11,,,0
15120,1198.59,,,,,45
15121,442.88,,,,,0
15130,,1305.28,1051.75,,,90
15131,,204.46,173.56,,,0
15135,,1592.24,1466.53,,,90
15136,,191.02,175.22,,,0
15150,,1310.10,1165.01,,,90
15151,,264.22,231.17,,,0
15152,,324.70,288.79,,,0
15155,,1318.17,1256.41,,,90
15156,,344.72,321.73,,,0
15157,,381.53,350.65,,,0
15200,915.81,,,,,45
15201,273.03,,,,,0
15220,971.06,,,,,45
15221,257.60,,,,,0
15240,1139.28,,,,,45
15241,360.79,,,,,0
15260,1337.56,,,,,45
15261,442.88,,,,,0
15570,901.19,,,,,45
15271, ,279.21,171.31, , ,0
15272, ,53.05,34.20, , ,0
15273, ,573.98,407.57, , ,0
15274, ,135.71,86.97, , ,0
15275, ,300.06,198.67, , ,0
15276, ,65.94,49.03, , ,0
15277, ,580.26,423.62, , ,0
15278, ,159.65,107.66, , ,0
15572,875.17,,,,,45
15574,871.94,,,,,45
15576,586.71,,,,,45
15600,407.92,,,,,45
15610,436.37,,,,,45
15620,533.07,,,,,45
15630,582.63,,,,,45
15650,656.58,,,,,45
15731, ,1927.54,1742.55, , ,90
15732,2235.49,,,,,45
15734,2814.87,,,,,45
15736,2501.21,,,,,45
15738,1908.01,,,,,45
15740,1566.71,,,,,45
15750,1787.73,,,,,45
15756,5022.98,,,,,45
15757,5022.98,,,,,45
15758,5022.98,,,,,45
15760,1228.67,,,,,45
15770,1123.03,,,,,45
15775,543.63,,,,,15
15776,760.59,,,,,15
15777, ,415.01,415.01, , ,0
15780,647.64,,,,,15
15781,659.84,,,,,45
15782,422.55,,,,,45
15783,471.31,,,,,45
15786,203.96,,,,,0
15787,43.88,,,,,0
15788,268.17,,,,,45
15789,482.70,,,,,45
15792,174.71,,,,,45
15793,315.28,,,,,45
15819,1320.48,,,,,45
15820,853.23,,,,,45
15821,954.01,,,,,45
15822,778.47,,,,,45
15823,1114.09,,,,,45
15824,1418.00,,,,,45
15825,1621.16,,,,,45
15826,1418.00,,,,,45
15828,3748.56,,,,,45
15829,4153.25,,,,,45
15830,2061.34, , , , ,90
15832,1521.21,,,,,45
15833,1286.37,,,,,45
15834,1371.69,,,,,45
15835,1423.69,,,,,45
15836,1161.22,,,,,45
15837,1106.78,,,,,45
15838,993.00,,,,,45
15839,898.74,,,,,45
15840,2190.79,,,,,45
15841,3035.90,,,,,45
15842,5069.04,,,,,45
15845,2130.66,,,,,45
15847,BR, , , , ,0
15850,89.38,,,,,0
15851,79.87,,,,,0
15852,89.86,,,,,0
15860,261.66,,,,,0
15876,BR,,,,,45
15877,BR,,,,,45
15878,BR,,,,,45
15879,BR,,,,,45
15920,819.92,,,,,45
15922,1204.28,,,,,45
15931,875.99,,,,,15
15933,1318.85,,,,,45
15934,1500.07,,,,,45
15935,1934.81,,,,,45
15936,1718.66,,,,,45
15937,2107.09,,,,,45
15940,932.07,,,,,15
15941,1367.61,,,,,45
15944,1547.20,,,,,45
15945,1785.30,,,,,45
15946,2896.96,,,,,45
15950,776.85,,,,,15
15951,1372.50,,,,,45
15952,1374.93,,,,,45
15953,1630.90,,,,,45
15956,2479.27,,,,,45
15958,2532.89,,,,,45
15999,BR,,,,,0
16000,84.85,,,,,0
16020,78.44,,,,,0
16025,180.39,,,,,0
16030,204.78,,,,,0
16035,507.07,,,,,15
16036,169.17,,,,,15
17000,82.89,,,,,0
17003,14.98,,,,,0
17004,273.09,,,,,0
17106,506.25,,,,,15
17107,1000.32,,,,,15
17108,1744.68,,,,,15
17110,73.95,,,,,0
17111,84.54,,,,,0
17250,65.82,,,,,0
17260,154.40,,,,,0
17261,195.02,,,,,15
17262,260.84,,,,,15
17263,310.42,,,,,15
17264,349.42,,,,,15
17266,426.63,,,,,15
17270,203.16,,,,,0
17271,247.84,,,,,15
17272,304.74,,,,,15
17273,356.73,,,,,15
17274,447.74,,,,,15
17276,517.64,,,,,15
17280,215.33,,,,,0
17281,291.72,,,,,15
17282,354.30,,,,,15
17283,436.37,,,,,15
17284,519.26,,,,,15
17286,685.03,,,,,15
17311, ,1224.05,674.88, , ,0
17312, ,736.35,359.18, , ,0
17313, ,1117.36,604.86, , ,0
17314, ,681.98,332.15, , ,0
17315, ,145.15,94.04, , ,0
17340,78.82,,,,,0
17360,130.83,,,,,0
17380,60.96,,,,,0
17999,BR,,,,,0
19000,96.70,,,,,0
19001,52.82,,,,,0
19020,378.67,,,,,15
19030,139.05,,,,,0
19081,,1311.93,365.18,,,0
19082,,1059.54,175.86,,,0
19083,,1303.03,342.58,,,0
19084,,1044.91,165.34,,,0
19085,,1970.23,400.30,,,0
19086,,1572.42,183.48,,,0
19100,151.97,,,,,0
19101,434.74,,,,,15
19105, ,3579.97,345.92, , , 
19110,525.75,,,,,15
19112,462.37,,,,,15
19120,615.96,,,,,15
19125,695.60,,,,,15
19126,348.61,,,,,0
19260,1504.13,,,,,90
19271,2468.70,,,,,90
19272,2550.77,,,,,90
19281,,478.00,208.58,,,0
19282,,331.12,100.78,,,0
19283,,541.76,210.64,,,0
19284,,396.26,101.48,,,0
19285,,910.15,178.66,,,0
19286,,761.56,86.97,,,0
19287,,1679.50,285.06,,,0
19288,,1338.84,130.21,,,0
19296,,9356.25,411.85,,,0
19297,188.98,,,,,0
19298,,3534.42,663.93,,,0
19300, ,927.62,651.23, , ,90
19301,711.75, , , , ,90
19302,1515.58, , , , ,90
19303,1555.36, , , , ,90
19304,944.70, , , , ,90
19305,1881.54, , , , ,90
19306,1954.90, , , , ,90
19307,1965.10, , , , ,90
19316,1823.49,,,,,45
19318,2028.28,,,,,45
19324,702.91,,,,,45
19325,1105.95,,,,,45
19328,721.60,,,,,15
19330,877.62,,,,,45
19340,1203.47,,,,,0
19342,1704.86,,,,,45
19350,1216.47,,,,,15
19355,970.26,,,,,15
19357,2294.80,,,,,90
19361,3021.28,,,,,90
19364,3526.72,,,,,90
19366,2881.51,,,,,0
19367,3565.72,,,,,90
19368,4071.98,,,,,90
19369,3876.96,,,,,90
19370,1093.78,,,,,15
19371,1332.68,,,,,45
19380,1331.87,,,,,90
19396,297.42,,,,,0
19499,BR,,,,,0
20005,382.75,,,,,15
20100,1201.15,,,,,10
20101,379.48,,,,,10
20102,464.91,,,,,10
20103,625.73,,,,,10
20150,2011.71,,,,,15
20200,203.96,,,,,15
20205,334.79,,,,,15
20206,153.57,,,,,0
20220,175.43,,,,,15
20225,292.38,,,,,15
20240,386.81,,,,,15
20245,569.63,,,,,15
20250,764.67,,,,,45
20251,868.68,,,,,45
20500,106.25,,,,,0
20501,72.74,,,,,0
20520,196.65,,,,,0
20525,430.68,,,,,15
20526,,119.03,91.94,,,0
20527, ,147.62,116.43, , ,0
20550,85.57,,,,,0
20551,,119.03,91.94,,,0
20552,,119.03,91.94,,,0
20553,,119.03,91.94,,,0
20555,,,593.47,,,0
20600,88.58,,,,,0
20604,,143.81,93.81,,,0
20605,88.58,,,,,0
20606,,159.22,107.16,,,0
20610,85.57,,,,,0
20611,,183.11,125.58,,,0
20612,,108.48,73.91,,,0
20615,187.54,,,,,15
20650,247.84,,,,,0
20660,320.17,,,,,0
20661,640.33,,,,,90
20662,952.38,,,,,90
20663,752.48,,,,,90
20664,831.17,,,,,90
20665,138.95,,,,,0
20670,191.77,,,,,0
20680,519.26,,,,,15
20690,567.20,,,,,0
20692,941.81,,,,,0
20693,624.90,,,,,15
20694,506.25,,,,,15
20696,,,1968.60,,,90
20697,,2273.89,,,,90
20802,6110.80,,,,,90
20805,7479.24,,,,,90
20808,9298.68,,,,,90
20816,4583.93,,,,,90
20822,3789.18,,,,,90
20824,4583.93,,,,,90
20827,3896.45,,,,,90
20838,6110.80,,,,,90
20900,618.39,,,,,45
20902,923.93,,,,,90
20910,457.51,,,,,90
20912,838.61,,,,,45
20920,690.72,,,,,45
20922,823.98,,,,,45
20924,906.87,,,,,45
20926,600.51,,,,,45
20930,450.00,,,,,0
20931,291.43,,,,,0
20936,449.00,,,,,0
20937,449.00,,,,,0
20938,485.84,,,,,0
20950,185.28,,,,,0
20955,5806.09,,,,,45
20956,5056.56,,,,,45
20957,5238.60,,,,,45
20962,3545.40,,,,,45
20969,6500.87,,,,,45
20970,6368.41,,,,,45
20972,6417.17,,,,,45
20973,6844.60,,,,,45
20974,319.36,,,,,0
20975,469.68,,,,,0
20979,30.24,,,,,90
20982,,8135.87,806.08,,,0
20983,,13467.70,807.75,,,0
20985,268.11,,,,,
20999,BR,,,,,0
21010,1501.70,,,,,90
21011,,587.29,460.08,,,90
21012,,,629.33,,,90
21013,,912.64,741.44,,,90
21014,,,972.07,,,90
21015,893.88,,,,,90
21016,,,1948.20,,,90
21025,715.09,,,,,90
21026,598.88,,,,,90
21029,1276.60,,,,,90
21030,812.61,,,,,90
21031,441.25,,,,,90
21032,634.64,,,,,90
21034,1736.54,,,,,90
21040,370.55,,,,,90
21044,1616.28,,,,,90
21045,2265.55,,,,,90
21046,1736.23,,,,,90
21047,2143.53,,,,,90
21048,1787.79,,,,,90
21049,2042.39,,,,,90
21050,1741.42,,,,,90
21060,1644.72,,,,,90
21070,1134.40,,,,,90
21073,649.50,,,,,90
21076,1719.65,,,,,10
21077,5952.19,,,,,90
21079,648.47,,,,,90
21080,1170.16,,,,,90
21081,1160.40,,,,,90
21082,750.05,,,,,90
21083,962.12,,,,,90
21084,1179.91,,,,,90
21085,440.43,,,,,90
21086,1205.90,,,,,90
21087,1200.22,,,,,90
21088,1245.72,,,,,90
21089,BR,,,,,0
21100,400.61,,,,,0
21110,820.72,,,,,45
21116,119.46,,,,,0
21120,653.33,,,,,90
21121,1027.94,,,,,90
21122,1131.97,,,,,90
21123,1479.76,,,,,90
21125,857.31,,,,,90
21127,1437.51,,,,,90
21137,1294.48,,,,,90
21138,1613.02,,,,,90
21139,1936.44,,,,,90
21141,2548.62,,,,,90
21142,2643.23,,,,,90
21143,2747.76,,,,,90
21145,2606.85,,,,,90
21146,2697.86,,,,,90
21147,2798.61,,,,,90
21150,3360.95,,,,,90
21151,3764.01,,,,,90
21154,4031.36,,,,,90
21155,4570.11,,,,,90
21159,5644.38,,,,,90
21160,6181.50,,,,,90
21172,3694.94,,,,,90
21175,4435.22,,,,,90
21179,2956.26,,,,,90
21180,3360.95,,,,,90
21181,1294.48,,,,,90
21182,4300.33,,,,,90
21183,4705.00,,,,,90
21184,5107.23,,,,,90
21188,2956.26,,,,,90
21193,2237.12,,,,,90
21194,2592.22,,,,,90
21195,2242.80,,,,,90
21196,2472.76,,,,,90
21198,2206.24,,,,,90
21199,2035.49,,,,,90
21206,1842.18,,,,,90
21208,1621.16,,,,,90
21209,859.74,,,,,90
21210,1701.60,,,,,90
21215,1793.44,,,,,90
21230,1616.28,,,,,90
21235,1125.46,,,,,90
21240,2458.14,,,,,90
21242,2433.77,,,,,90
21243,2616.59,,,,,90
21244,2053.47,,,,,90
21245,1764.99,,,,,90
21246,1605.71,,,,,90
21247,3744.50,,,,,90
21248,2135.54,,,,,90
21249,3607.99,,,,,90
21255,2766.13,,,,,90
21256,2678.35,,,,,90
21260,2732.80,,,,,90
21261,3689.23,,,,,90
21263,4701.74,,,,,90
21267,2542.66,,,,,90
21268,3041.59,,,,,90
21270,1710.54,,,,,90
21275,1530.95,,,,,90
21280,996.26,,,,,90
21282,711.85,,,,,90
21295,187.71,,,,,90
21296,587.51,,,,,90
21299,BR,,,,,0
21310,91.98,,,,,90
21315,251.92,,,,,0
21320,326.67,,,,,45
21325,597.28,,,,,45
21330,901.99,,,,,45
21335,1462.70,,,,,45
21336,741.11,,,,,45
21337,419.31,,,,,45
21338,868.68,,,,,90
21339,1143.34,,,,,90
21340,1487.07,,,,,90
21343,1667.47,,,,,90
21344,2166.42,,,,,90
21345,1212.41,,,,,90
21346,1511.44,,,,,90
21347,1745.48,,,,,90
21348,2141.23,,,,,90
21355,398.18,,,,,0
21356,747.59,,,,,45
21360,1043.39,,,,,90
21365,2068.10,,,,,90
21366,2280.17,,,,,90
21385,1421.26,,,,,90
21386,1386.32,,,,,90
21387,1297.74,,,,,90
21390,1670.72,,,,,90
21395,1691.03,,,,,90
21400,203.94,,,,,45
21401,442.06,,,,,90
21406,926.38,,,,,90
21407,1184.79,,,,,90
21408,1572.40,,,,,90
21421,853.23,,,,,90
21422,1377.38,,,,,90
21423,1530.15,,,,,90
21431,988.14,,,,,90
21432,1162.03,,,,,90
21433,3265.06,,,,,90
21435,2312.68,,,,,90
21436,3217.93,,,,,90
21440,434.74,,,,,45
21445,867.05,,,,,45
21450,438.00,,,,,90
21451,830.49,,,,,90
21452,254.35,,,,,90
21453,917.44,,,,,90
21454,1287.17,,,,,90
21461,1387.12,,,,,90
21462,1631.73,,,,,90
21465,1534.21,,,,,90
21470,2442.71,,,,,90
21480,112.15,,,,,45
21485,462.37,,,,,90
21490,1357.05,,,,,90
21495,792.30,,,,,90
21497,590.77,,,,,90
21499,BR,,,,,0
21501,420.94,,,,,15
21502,844.29,,,,,45
21510,695.60,,,,,45
21550,225.10,,,,,15
21552,,,837.72,,,90
21554,,,1376.55,,,90
21555,448.57,,,,,15
21556,718.34,,,,,15
21557,1349.73,,,,,45
21558,,,2584.25,,,90
21600,855.68,,,,,90
21610,1080.78,,,,,90
21615,1525.27,,,,,45
21616,1461.88,,,,,45
21620,1023.08,,,,,45
21627,879.25,,,,,90
21630,2275.31,,,,,90
21632,2236.29,,,,,90
21685,1793.13,,,,,90
21700,784.16,,,,,45
21705,1101.89,,,,,45
21720,729.71,,,,,90
21725,898.74,,,,,90
21740,1934.01,,,,,90
21742,BR,,,,,90
21743,BR,,,,,90
21750,1383.06,,,,,90
21805,312.05,,,,,90
21811,,1225.86,1225.86,,,0
21812,,1469.91,1469.91,,,0
21813,,2000.40,2000.40,,,0
21820,200.71,,,,,45
21825,1084.84,,,,,90
21899,BR,,,,,0
21920,220.21,,,,,15
21925,488.38,,,,,15
21930,733.79,,,,,15
21931,,,876.12,,,90
21932,,,1257.16,,,90
21933,,,1385.99,,,90
21935,1879.56,,,,,45
21936,,,2686.45,,,90
22010,751.53,,,,,90
22015,1575.16,,,,,90
22100,1144.14,,,,,90
22101,1170.97,,,,,90
22102,1036.08,,,,,90
22103,376.55,,,,,0
22110,1686.17,,,,,90
22112,1699.17,,,,,90
22114,1487.88,,,,,90
22116,373.01,,,,,0
22206,,,4149.09,,,90
22207,,,4097.94,,,90
22208,1040.44,,,,,
22210,2877.45,,,,,90
22212,2801.87,,,,,90
22214,2635.30,,,,,90
22216,916.62,,,,,0
22220,2905.88,,,,,90
22222,2646.67,,,,,90
22224,2761.24,,,,,90
22226,916.62,,,,,0
22305,334.79,,,,,45
22310,405.49,,,,,90
22315,1094.58,,,,,90
22318,2729.34,,,,,90
22319,3083.82,,,,,90
22325,2014.45,,,,,90
22326,2721.42,,,,,90
22327,2640.98,,,,,90
22328,742.02,,,,,0
22505,212.51,,,,,15
22510,,3461.97,928.19,,,10
22511,,3428.11,871.05,,,10
22512,,1922.29,432.44,,,0
22513,,14314.07,1097.90,,,10
22514,,14236.99,1022.87,,,10
22515,,8634.37,463.13,,,0
22526, ,3831.06,633.02, , ,90
22527, ,3112.91,292.05, , ,0
22532,3120.86,,,,,90
22533,2923.78,,,,,90
22534,734.49,,,,,0
22548,3705.49,,,,,90
22551,,,3349.35,,,90
22552,,,782.24,,,
22554,3010.71,,,,,90
22556,3547.86,,,,,90
22558,3346.33,,,,,90
22585,866.25,,,,,0
 , , , , , , 
22590,3203.30,,,,,90
22595,3304.88,,,,,90
22600,2963.58,,,,,90
22610,2602.79,,,,,90
22612,3277.25,,,,,90
22614,995.11,,,,,0
22630,3117.17,,,,,90
22632,841.78,,,,,0
22633, , ,3583.76, , ,90
22634, , ,965.85, , ,0
22800,3053.79,,,,,90
22802,4713.94,,,,,90
22804,5209.81,,,,,90
22808,3575.75,,,,,90
22810,3750.99,,,,,90
22812,4201.18,,,,,90
22818,4279.11,,,,,90
22819,4589.33,,,,,90
22830,1637.99,,,,,90
22840,1294.61,,,,,90
22841,BR,,,,,90
22842,1363.49,,,,,90
22843,1550.19,,,,,90
22844,1893.90,,,,,90
22845,1234.33,,,,,90
22846,1431.10,,,,,90
22847,1589.81,,,,,90
22848,835.00,,,,,90
22849,2133.54,,,,,90
22850,1435.06,,,,,90
22851,1079.75,,,,,90
22852,1438.31,,,,,90
22855,1309.93,,,,,90
22856,,,2977.15,,,90
22857,2699.34, , , , , 
22858,, , , , , 
22861,,,3656.54,,,90
22862,3265.72, , , , ,90
22864,,,3344.64,,,90
22865,3180.80, , , , ,90
22899,BR,,,,,0
22900,760.59,,,,,45
22901,,,1238.00,,,90
22902,,783.67,627.58,,,90
22903,,,820.58,,,90
22904,,,1937.31,,,90
22905,,,2512.31,,,90
22999,BR,,,,,0
23000,580.20,,,,,45
23020,1223.78,,,,,45
23030,420.12,,,,,15
23031,250.29,,,,,15
23035,1109.21,,,,,45
23040,1395.24,,,,,90
23044,1054.76,,,,,90
23065,228.35,,,,,15
23066,406.31,,,,,15
23071,,,778.33,,,90
23073,,,1289.60,,,90
23075,318.54,,,,,15
23076,844.29,,,,,15
23077,1746.30,,,,,45
23078,,,2614.22,,,90
23100,1017.39,,,,,90
23101,944.24,,,,,90
23105,1400.12,,,,,90
23106,815.86,,,,,90
23107,1402.57,,,,,90
23120,889.80,,,,,90
23125,1370.87,,,,,90
23130,1118.97,,,,,90
23140,838.61,,,,,45
23145,1318.05,,,,,90
23146,998.69,,,,,90
23150,1139.28,,,,,45
23155,1451.31,,,,,90
23156,1236.78,,,,,90
23170,875.99,,,,,90
23172,897.11,,,,,45
23174,1358.67,,,,,90
23180,956.44,,,,,90
23182,1109.21,,,,,90
23184,1380.61,,,,,90
23190,1015.77,,,,,45
23195,1416.37,,,,,90
23200,1590.28,,,,,90
23210,1610.59,,,,,90
23220,2007.14,,,,,90
23330,184.45,,,,,15
23333,,907.06,907.06,,,90
23334,,2144.40,2144.40,,,90
23335,,2558.44,2558.44,,,90
23350,104.11,,,,,0
23395,1862.51,,,,,90
23397,2311.05,,,,,90
23400,1804.81,,,,,90
23405,1214.84,,,,,90
23406,1561.83,,,,,90
23410,1804.81,,,,,90
23412,2059.96,,,,,90
23415,1160.40,,,,,90
23420,2155.85,,,,,90
23430,1335.93,,,,,90
23440,1363.56,,,,,90
23450,2023.39,,,,,90
23455,2322.44,,,,,90
23460,2269.61,,,,,90
23462,2353.32,,,,,90
23465,2314.31,,,,,90
23466,2386.63,,,,,90
23470,2597.10,,,,,90
23472,3154.54,,,,,90
23473, ,3,3,,,90
23474, ,3,3,,,90
23480,1352.99,,,,,90
23485,1900.70,,,,,90
23490,1656.10,,,,,90
23491,2082.72,,,,,90
23500,282.80,,,,,45
23505,481.88,,,,,90
23515,1101.89,,,,,90
23520,268.17,,,,,45
23525,423.37,,,,,90
23530,1070.21,,,,,90
23532,1171.79,,,,,90
23540,286.03,,,,,45
23545,398.18,,,,,90
23550,1201.85,,,,,90
23552,1194.53,,,,,90
23570,299.85,,,,,45
23575,523.32,,,,,90
23585,1274.98,,,,,90
23600,445.31,,,,,45
23605,736.22,,,,,90
23615,1512.27,,,,,90
23616,3334.13,,,,,90
23620,405.49,,,,,45
23625,589.14,,,,,90
23630,1241.67,,,,,90
23650,418.49,,,,,45
23655,567.20,,,,,45
23660,1275.80,,,,,90
23665,592.39,,,,,90
23670,1351.36,,,,,90
23675,752.48,,,,,90
23680,1708.11,,,,,90
23700,360.79,,,,,0
23800,2345.99,,,,,90
23802,2270.43,,,,,90
23900,2458.96,,,,,90
23920,2180.22,,,,,90
23921,737.03,,,,,45
23929,BR,,,,,0
23930,346.16,,,,,15
23931,187.71,,,,,15
23935,810.98,,,,,45
24000,992.20,,,,,90
24006,1252.23,,,,,90
24065,221.84,,,,,15
24066,603.77,,,,,15
24071,,,755.30,,,90
24073,,,1296.91,,,90
24075,456.68,,,,,15
24076,767.91,,,,,15
24077,1666.66,,,,,45
24079,,,2410.41,,,90
24100,703.72,,,,,90
24101,1058.82,,,,,90
24102,1372.50,,,,,90
24105,569.63,,,,,90
24110,1166.91,,,,,45
24115,1311.54,,,,,90
24116,1644.72,,,,,90
24120,979.20,,,,,45
24125,1031.19,,,,,90
24126,1198.59,,,,,90
24130,1001.94,,,,,90
24134,1391.18,,,,,90
24136,1257.12,,,,,90
24138,1087.27,,,,,90
24140,1370.87,,,,,90
24145,1066.96,,,,,90
24147,1075.90,,,,,90
24149,2050.54,,,,,90
24150,2094.90,,,,,90
24152,1290.43,,,,,90
24155,1727.60,,,,,90
24160,970.26,,,,,90
24164,894.68,,,,,90
24200,156.17,,,,,15
24201,581.02,,,,,15
24220,125.50,,,,,0
24300,673.37,,,,,45
24301,1395.24,,,,,90
24305,802.04,,,,,90
24310,685.03,,,,,90
24320,1512.27,,,,,90
24330,1417.20,,,,,90
24331,1559.40,,,,,90
24332,936.15,,,,,90
24340,1152.28,,,,,90
24341,1133.99,,,,,90
24342,1624.41,,,,,90
24343,1228.52,,,,,90
24344,1853.84,,,,,90
24345,1228.52,,,,,90
24346,1853.84,,,,,90
24357,,,783.27,,,90
24358,,,919.93,,,90
24359,,,1130.90,,,90
24360,2121.72,,,,,90
24361,2101.41,,,,,90
24362,2133.91,,,,,90
24363,3200.05,,,,,90
24365,1220.53,,,,,90
24366,1560.20,,,,,90
24370, ,3013.24,3013.24,,,90
24371, ,3472.48,3472.48,,,90
24400,1500.07,,,,,90
24410,2231.41,,,,,90
24420,1992.51,,,,,90
24430,2127.40,,,,,90
24435,2208.67,,,,,90
24470,1284.74,,,,,90
24495,1059.64,,,,,45
24498,1711.35,,,,,90
24500,437.17,,,,,45
24505,737.03,,,,,90
24515,1625.22,,,,,90
24516,1625.22,,,,,90
24530,476.19,,,,,90
24535,897.11,,,,,90
24538,1329.42,,,,,90
24545,1550.46,,,,,90
24546,1945.38,,,,,90
24560,376.24,,,,,45
24565,684.21,,,,,90
24566,1045.02,,,,,90
24575,1398.49,,,,,90
24576,380.30,,,,,45
24577,745.16,,,,,90
24579,1518.76,,,,,90
24582,1141.71,,,,,90
24586,2298.88,,,,,90
24587,2210.30,,,,,90
24600,474.56,,,,,45
24605,581.83,,,,,45
24615,1426.12,,,,,90
24620,819.92,,,,,90
24635,1855.19,,,,,90
24640,147.62,,,,,0
24650,335.62,,,,,45
24655,566.40,,,,,90
24665,1170.97,,,,,90
24666,1511.44,,,,,90
24670,341.30,,,,,45
24675,633.84,,,,,90
24685,1322.93,,,,,90
24800,1681.29,,,,,90
24802,1974.63,,,,,90
